Bahnaric,Vietnamese,source,example_id,source_lang,target_lang
"Doengzcaez cauhlaeb ""Rangh Ndeu Roen Ndeu"" ndaej miz cingzyauq moq.",共建“一带一路”取得新成效。,government_work_report,1790,za,zh
"Fatbouh saedhengz gij diuzlaeh hengzguh Aen Fap Vaisangh Douzswh, gya laeb benq dieg moq Sanghaij Swmou Siyengih.",出台外商投资法实施条例，增设上海自贸试验区新片区。,government_work_report,1791,za,zh
Vaimou vaiswh baujciz onjdingh.,外贸外资保持稳定。,government_work_report,1792,za,zh
Sam ciengz ciengq hung ceiq hoj gung guhbaenz bouh ceiq youqgaenj de.,三大攻坚战取得关键进展。,government_work_report,1793,za,zh
"Gij vunz gungzhoj lajmbanj gemjnoix 1109 fanh, aen beijlwd fatseng gungzhoj gyangqdaemq daengz 0.6%, gunggeng duetgungz aeundaej gij cingzcik gietdingh baenzsaeh de.",农村贫困人口减少1109万，贫困发生率降至0.6%，脱贫攻坚取得决定性成就。,government_work_report,1794,za,zh
"Fuengzceih uqlah laebdaeb doi baenaj, aen soqliengh baizcuengq gij doxgaiq uqlah ceiq youqgaenj de laebdaeb doekdaemq, swnghdai vanzging cungjdaej ndaej gaijndei.",污染防治持续推进，主要污染物排放量继续下降，生态环境总体改善。,government_work_report,1795,za,zh
Ginhyungz yinhhengz cungjdaej bingzonj.,金融运行总体平稳。,government_work_report,1796,za,zh
Gij gwndaenj lwgminz caiq ndaej gaijndei.,民生进一步改善。,government_work_report,1797,za,zh
Gij souhaeuj moix boux gihminz ndaej ceiyungh de mauhgvaq 3 fanh maenz.,居民人均可支配收入超过3万元。,government_work_report,1798,za,zh
Giekbonj ciengxlaux、 ywbingh、 dihbauj daengj aen suijbingz baujcang ndaej daezsang.,基本养老、医疗、低保等保障水平提高。,government_work_report,1799,za,zh
Hwnqguh gij ranz bauj miz youq hawsingz caeuq gaijcauh gij ranz yaek lak lajmbanj ndaej doicaenh haeujlaeg bae.,城镇保障房建设和农村危房改造深入推进。,government_work_report,1800,za,zh
"Gij vunzsoq boux hagseng duenh yivu gyauyuz ndaej bangbouj gwndaenj de demgya gaenh 40%, gauhciz yenyau gyalai ciusou 100 fanh hagseng.",义务教育阶段学生生活补助人数增加近40%，高职院校扩招100万人。,government_work_report,1801,za,zh
"Raeuz gig hoengh bae angqhoh Cunghvaz Yinzminz Gunghozgoz laebbaenz 70 hopbi, gig daih gikfat gij simcingz gyaez guek daengx guek gak cuz yinzminz, gyonjcomz baenz gij rengz hunghoengh roengzrengz ceng'aeu yiengh sevei cujyi miz gij daegsaek Cungguek seizdaih moq ndaej hingz hungmbwk.",我们隆重庆祝中华人民共和国成立70周年，极大激发全国各族人民的爱国热情，汇聚起夺取新时代中国特色社会主义伟大胜利的磅礴力量。,government_work_report,1802,za,zh
"Raeuz gyagiengz bae guh dangjfungh lenzcwng, netsaed mbeguh aen cawjdaez gyauyuz ""mbouj lumz simnduj、 geiq maenh diuzrap"", dawzyiemz doeksaed gij cingsaenz bet hangh gvidingh cunghyangh, lienzdaemh niujcingq ""seiq yiengh"", doiq caengzdaej soeng cag gemj rap.",我们加强党风廉政建设，扎实开展“不忘初心、牢记使命”主题教育，严格落实中央八项规定精神，持续纠治“四风”，为基层松绑减负。,government_work_report,1803,za,zh
Yiengh vaigyauh guek hung miz gij daegsaek Cungguek ndaej hongbaenz lailai.,中国特色大国外交成果丰硕。,government_work_report,1804,za,zh
"Banh baenz gij vaigyauh hozdung hungnaek guek raeuz guhdaeuz banh, lumjbaenz Gaiq Daihngeih ""Rangh Ndeu Roen Ndeu"" Gozci Gapguh Gauhfungh Lundanz daengj, Siz Ginbingz cujsiz daengj bouxdaeuz Dangj caeuq guekgya okbae cunzfangj lai aen guekgya, camgya hozdung hungnaek, lumjbaenz Bouxdaeuz Ngeihcib Guek Cizdonz Funghvei、 bouxdaeuz aen guekgya ciengim doxraen、 Yasin Funghvei、 Sanghaij Hozcoz Cujciz Funghvei、 baenzroix aen hoih bouxdaeuz Dunghya gapguh、 bouxdaeuz Cungh Ouh doxraen、 bouxdaeuz Cungh Yiz Hanz doxraen daengj.",成功举办第二届“一带一路”国际合作高峰论坛等重大主场外交活动，习近平主席等党和国家领导人出访多国，出席二十国集团领导人峰会、金砖国家领导人会晤、亚信峰会、上海合作组织峰会、东亚合作领导人系列会议、中欧领导人会晤、中日韩领导人会晤等重大活动。,government_work_report,1805,za,zh
"Gaenxmaenx caeuqfaenh cauhlaeb caeuq gaijgwz aen dijhi ceihleix daengx seiqgyaiq, doidoengh cauhlaeb aen minghyinh caezcaemh vunzloih.",积极参与全球治理体系建设和改革，推动构建人类命运共同体。,government_work_report,1806,za,zh
Yiengh vaigyauh ginghci、 cungj gyaulouz yinzvwnz gig miz cingzyauq.,经济外交、人文交流卓有成效。,government_work_report,1807,za,zh
Cungguek vih coicaenh seiqgyaiq huzbingz caeuq hwngfat guh ok le gunghawj youqgaenj.,中国为促进世界和平与发展作出了重要贡献。,government_work_report,1808,za,zh
"Fatseng binghraq bwtndat le, Dangjcunghyangh dawz fuengzre gaemhaed binghraq dangguh gienh saeh hung ceiq youqgaenj daeuj guh, Siz Ginbingz cungjsuhgi caenndang cijveih、 caenndang baijbouh, dingjmaenh dawz gij sengmingh ancienz caeuq ndangdaej cangqheiq lwgminz cuengq youq vih daih'it.",新冠肺炎疫情发生后，党中央将疫情防控作为头等大事来抓，习近平总书记亲自指挥、亲自部署，坚持把人民生命安全和身体健康放在第一位。,government_work_report,1809,za,zh
"Ndaej Dangjcunghyangh dazyinx, Cunghyangh Wngqdoiq Binghraq Gunghcoz Lingjdauj Siujcuj gibseiz yenzgiu baijbouh, Cunghyangh Cijdaujcuj lai gamduk dazyinx, Gozvuyen aen gihci lienzhab fuengzre lienzhab gaemhaed cingjdaej suenqveh diuzboiq, gak dieg gak bouhmonz laemxsim caenhrengz guhhong, ndawbiengz gak fuengmienh cienzlig haeujcoengh, doenggvaq guh ciengz ciengq daengxcungq caeuqfaenh hoenx、 ciengz ciengq cungjdaej hoenx、 ciengz ciengq lanzhoenx bae fuengzre gaemhaed binghraq.",在党中央领导下，中央应对疫情工作领导小组及时研究部署，中央指导组加强指导督导，国务院联防联控机制统筹协调，各地区各部门履职尽责，社会各方面全力支持，开展了疫情防控的人民战争、总体战、阻击战。,government_work_report,1810,za,zh
"Gyoengq canghyw bouxhohleix buek guh mbouj lau dai, gij guenbing yinzminz gaijfangginh gamj dawz rapnaek, boux guh hong gohgi dox boiqhab gunggvan, boux youq segih guhhong、 boux gangingj gungh'anh、 boux ganbu caengzdaej、 boux guh hong sinhvwnz、 bouxgagnyienh soujmaenh vih hong bonjfaenh, bouxvaiqsoengq、 bouxsauqhaw、 boux swnghcanj daehyinh gij doxgaiq dingj fuengz binghraq de mbouj lau sinhoj, ik fanh bouxguhhong ngaemgyaeuj gaenxguh, gyoengq lwgminz Vujhan、 gyoengq lwgminz Huzbwz saenqniemh giendingh, ndawbiengz gak gyaiq caeuq gyoengq beixnuengx Gangj Au Daiz、 gyoengq beixnuengx youq rog guek gien cienz gien doxgaiq.",广大医务人员英勇奋战，人民解放军指战员勇挑重担，科技工作者协同攻关，社区工作者、公安干警、基层干部、新闻工作者、志愿者坚守岗位，快递、环卫、抗疫物资生产运输人员不辞劳苦，亿万普通劳动者默默奉献，武汉人民、湖北人民坚韧不拔，社会各界和港澳台同胞、海外侨胞捐款捐物。,government_work_report,1811,za,zh
"Gyoengq lwglan Cunghvaz rumz fwn caemh ruz、 hensouj doxbang, cuk hwnj diuz fuengzsienq maenhrwd dingjfuengz binghraq.",中华儿女风雨同舟、守望相助，筑起了抗击疫情的巍峨长城。,government_work_report,1812,za,zh
"Youq ndaw fuengzre gaemhaed binghraq, raeuz ciuq aen cungjiugouz giendingh saenqsim、 doengzcaez okrengz、 gohyoz fuengzyw、 dawzcinj guhfap, bae dawzndaet gaemsaed guhsaeq gak hangh hong.",在疫情防控中，我们按照坚定信心、同舟共济、科学防治、精准施策的总要求，抓紧抓实抓细各项工作。,government_work_report,1813,za,zh
"Gibseiz yungh banhfap wngqgip, doiq binghraq bwtndat ciuq cungj binghlah gyaploih bae guenjleix, gak dieg haidoengh it gaep han'wngq gij saehgienh goenggungh veiswngh hungnaek sawqmwh fatseng.",及时采取应急举措，对新冠肺炎实行甲类传染病管理，各地启动重大突发公共卫生事件一级响应。,government_work_report,1814,za,zh
"Laemxsim dwkhingz ciengz ciengq henhoh Vujhan caeuq Huzbwz, caemhcaiq aeundaej gij hongbaenz hingz dingh, doenggvaq mbouj yaemhywx saekdi bae yungh gij banhfap gaem ndaet guenj yiemz, yungh gij rengz daengx guek bae bangcoengh, diuhbaij 4 fanh lai boux canghyw bouxhohleix ganj bae, hwnjguh Hojsinzsanh、Leizsinzsanh Yihyen caeuq fanghcangh yihyen, riengjvaiq gyalai congzmbonq souyw, baujcang gij doxgaiq ywbingh gonq, mboujduenh gaijndei aen fueng'anq duenqbingh ywbingh, dingjmaenh cunghyih sihyih giethab, dingjmaenh ""seiq aen cizcungh"", yungh cienzbouh goengrengz bae gouqyw bouxbingh, caenhliengh hawj bouxbingh yw ndei ceiq lai、 deng dai ceiq noix.",坚决打赢武汉和湖北保卫战并取得决定性成果，通过果断实施严格管控措施，举全国之力予以支援，调派4万多名医护人员驰援，建设火神山、雷神山医院和方舱医院，快速扩充收治床位，优先保障医用物资，不断优化诊疗方案，坚持中西医结合，坚持“四集中”，全力救治患者，最大程度提高治愈率、降低病亡率。,government_work_report,1815,za,zh
"Lai gya daengx guek ngoenzgyaj ndwencieng, doilaeng haihag、 lingzvued dauq haihong、 veqseiz okrog, dingjmaenh gyoengqvunz fuengzre gyoengqvunz gaemhaed, dingjmaenh ""seiq caeux"", laemxsim gaemhaed goekbingh cienzlah, mizyauq naenxhaed binghraq banhraih.",延长全国春节假期，推迟开学、灵活复工、错峰出行，坚持群防群控，坚持“四早”，坚决控制传染源，有效遏制疫情蔓延。,government_work_report,1816,za,zh
Lai yenzgiu haifat yw、 yizmyauz caeuq ywsawq niemhdingh.,加强药物、疫苗和检测试剂研发。,government_work_report,1817,za,zh
"Gig vaiq gyalai swnghcanj gij doxgaiq ywbingh yungh, youq ndaw seizgan dinjdet demmaj haujlai, gunghawj doxgaiq gwndaenj cukgaeuq caemhcaiq onjdingh gyaqcienz, baujcang diuz roenloh ceiq youqgaenj de doengrat caeuq gunghawj meiz dienh youz heiq.",迅速扩大医用物资生产，短时间内大幅增长，抓好生活必需品保供稳价，保障交通干线畅通和煤电油气供应。,government_work_report,1818,za,zh
"Hab'wngq binghraq bienqvaq, habseiz doicaenh ciengzseiz guh fuengzre gaemhaed.",因应疫情变化，适时推进常态化防控。,government_work_report,1819,za,zh
"Cimdoiq gij cingzgvang binghraq roggyaiq banhraih, gibseiz cauxlaeb aen dijhi fuengzre binghraq rogguek cienz haeuj, lailai gvansim gyaezhoh gij gunghminz guek raeuz youq rogguek.",针对境外疫情蔓延情况，及时构建外防输入体系，加强对境外我国公民的关心关爱。,government_work_report,1820,za,zh
"Gaenxmaenx mbeguh gozci gapguh, ciuq gij daidu goenghai、 ronghcingx、 raphwnj cwzyin, gibseiz doengbauq gij saenqsik binghraq, cawjdoengh faenyungh gij gisuz caeuq guhfap fuengz binghraq, doxbang doxcoengh dingjfuengz binghraq.",积极开展国际合作，本着公开、透明、负责任态度，及时通报疫情信息，主动分享防疫技术和做法，相互帮助、共同抗疫。,government_work_report,1821,za,zh
"Doiq raeuz yienghneix aen guekgya cingqcaih hwngfat miz baenz 14 ik vunz daeuj gangj, ndaej youq ndaw duenh seizgan haemq dinj mizyauq gaemhaed binghraq, baujcang gij gwndaenj lwgminz, caen dwg gig mbouj ngaih、 nanz dangqmaz.",对我们这样一个拥有14亿人口的发展中国家来说，能在较短时间内有效控制疫情，保障了人民基本生活，十分不易、成之惟艰。,government_work_report,1822,za,zh
"Raeuz hix sonjsaet bae haujlai, gij ginghci aen geiqdoh daih'it demmaj noix gvaq lingz, guh hong gvaq saedceij deng cungdongj bienq luenh bae, hoeng mingh vunz ceiq sang, gij sonjsaet neix raeuz bietdingh aeu dingjsouh ndaej hix cigndaej dingjsouh.",我们也付出巨大代价，一季度经济出现负增长，生产生活秩序受到冲击，但生命至上，这是必须承受也是值得付出的代价。,government_work_report,1823,za,zh
"Raeuz cingjdaej suenqveh doicaenh fuengzre gaemhaed binghraq caeuq hwngfat ginghci nem ndawbiengz, coemjdawz seizgei bae doicaenh dauq haihong, doiok 8 aen fuengmienh 90 hangh cwngcwz guhfap, saedhengz bangcoengh giyez onjdingh yunghhong, gemjmienx mbangj gvaeh feiq, mienx sou gij cienzroen sojmiz goengloh soucienz, gyangqdaemq cingzbonj yungh nwngzyenz, fat cuengq diepsik daigvanj.",我们统筹推进疫情防控和经济社会发展，不失时机推进复工复产，推出8个方面90项政策措施，实施援企稳岗，减免部分税费，免收所有收费公路通行费，降低用能成本，发放贴息贷款。,government_work_report,1824,za,zh
Ciuq bouhloh daezgonq fat roengz aen hanhngeg cienzcaiq deihfueng cwngfuj.,按程序提前下达地方政府债务限额。,government_work_report,1825,za,zh
Mbouj loek gvaq mwh dajndaem bae ca ndaemcin.,不误农时抓春耕。,government_work_report,1826,za,zh
Mbouj soengheiq bae doicaenh gunggeng duetgungz.,不懈推进脱贫攻坚。,government_work_report,1827,za,zh
"Fatcuengq cienz bangbouj hawj boux youq itsienq dingjfuengz binghraq caeuq boux hojnanz, dawz aen biucinj laemzseiz boujdiep gyaqcienz daezsang boix ndeu.",发放抗疫一线和困难人员补助，将价格临时补贴标准提高1倍。,government_work_report,1828,za,zh
"Doengh gij cwngcwz neix hawj gyoengqvunz daj ndawde ndaej souh'ik, gibseiz mizyauq coicaenh le baujcang gunghawj、 onjdingh gyaqcienz caeuq dauq haihong, gij ginghci guek raeuz yienh'ok rengznyangq caeuq rengzndumj hungloet.",这些政策使广大人民群众从中受益，及时有效促进了保供稳价和复工复产，我国经济表现出坚强韧性和巨大潜能。,government_work_report,1829,za,zh
"Gij cingzcik ginghci caeuq ndawbiengz hwngfat bi'gvaq doxdaeuj caeuq gij fuengzre gaemhaed binghraq bineix aeundaej, dwg aen Dangjcunghyangh aeu Siz Ginbingz dungzci guh cehsim giengzak dazyinx ndaej daeuj, dwg Aen Swhsiengj Sevei Cujyi Miz Gij Daegsaek Cungguek Seizdaih Moq Siz Ginbingz gohyoz ceijyinx ndaej daeuj, dwg daengx Dangj daengx ginh daengx guek gak cuz yinzminz doxgiet buekguh ndaej daeuj.",去年以来经济社会发展和今年疫情防控取得的成绩，是以习近平同志为核心的党中央坚强领导的结果，是习近平新时代中国特色社会主义思想科学指引的结果，是全党全军全国各族人民团结奋斗的结果。,government_work_report,1830,za,zh
"Gou daibyauj Gozvuyen, caensim docih daengx guek gak cuz yinzminz、 gak minzcuj dangjbai、 gak yinzminz donzdij caeuq boux mizmingz gak gyaiq!",我代表国务院，向全国各族人民，向各民主党派、各人民团体和各界人士，表示诚挚感谢！,government_work_report,1831,za,zh
Caensim docih gyoengq beixnuengx Yanghgangj Dwzbez Hingzcwnggih、 gyoengq beixnuengx Aumwnz Dwzbez Hingzcwnggih、 gyoengq beixnuengx Daizvanh caeuq gyoengq beixnuengx youq rogguek!,向香港特别行政区同胞、澳门特别行政区同胞、台湾同胞和海外侨胞，表示诚挚感谢！,government_work_report,1832,za,zh
Caensim docih gak guek cwngfuj、 gozci cujciz caeuq gak guek baengzyoux gvansim haeujcoengh Cungguek cauhlaeb yendaiva caeuq dingjfuengz binghraq haenx!,向关心支持中国现代化建设和抗击疫情的各国政府、国际组织和各国朋友，表示诚挚感谢！,government_work_report,1833,za,zh
"Youq mwh haengjdingh cingzcik, dou hix singjsag yawj daengz gij gunnanz caeuq vwndiz dangqnaj bungzdaengz.",在肯定成绩的同时，我们也清醒看到面临的困难和问题。,government_work_report,1834,za,zh
"Deng daengx seiqgyaiq binghraq cungdongj, seiqgyaiq ginghci doeknyieg youqgaenj, diuz lienh canjnieb diuz lienh gunghawj dingzdingz duenhduenh, gozci mouyiz douzswh sukreuq, aen hawciengz daihbuek huqgai fubfab.",受全球疫情冲击，世界经济严重衰退，产业链供应链循环受阻，国际贸易投资萎缩，大宗商品市场动荡。,government_work_report,1835,za,zh
"Gij siuyungh、 douzswh、 cuzgouj ndaw guek doekdaemq, cungj atlig ra hong guh gya rem haujlai, gij hojnanz giyez daegbied dwg giyez minzyingz、 giyez rauh iq saeq doedyienh, ndaw lingjyiz ginhyungz daengj cwk miz yungyiemj, gij mauzdun soucei caizcwng caengzdaej gyahaenq.",国内消费、投资、出口下滑，就业压力显著加大，企业特别是民营企业、中小微企业困难凸显，金融等领域风险有所积聚，基层财政收支矛盾加剧。,government_work_report,1836,za,zh
"Hong cwngfuj guh ndaej mbouj gaeuq ndei, hingzsik cujyi、 guenliuz cujyi lij haemq lai, saekdi ganbu mbouj dangrap、gik guh saeh、 mbouj rox guh saeh、luenh guh saeh.",政府工作存在不足，形式主义、官僚主义仍较突出，少数干部不担当、不作为、不会为、乱作为。,government_work_report,1837,za,zh
Mbangj lingjyiz deihdeih miz nduknaeuh.,一些领域腐败问题多发。,government_work_report,1838,za,zh
"Youq ndaw fuengzre gaemhaed binghraq, goenggungh veiswngh、 wngqgip guenjleix daengj fuengmienh laeuh ok giz nyieg mbouj noix, gyoengqvunz lij miz di yigen caeuq genyi wngdang yawjnaek.",在疫情防控中，公共卫生应急管理等方面暴露出不少薄弱环节，群众还有一些意见和建议应予重视。,government_work_report,1839,za,zh
"Dou itdingh aeu roengzrengz gaijndei gunghcoz, cietsaed guhndei hong, caenhsim caenhrengz bae guh, mbouj hawj lwgminz saetmuengh.",我们一定要努力改进工作，切实履行职责，尽心竭力不辜负人民的期待。,government_work_report,1840,za,zh
Ngeih、 Gij Moegbiu Hwngfat Ceiq Youqgaenj Bineix Caeuq Aen Cungjdaej Baijbouh Hong Saeh Mboengq Laeng,二、今年发展主要目标和下一阶段工作总体部署,government_work_report,1841,za,zh
"Yaek guh ndei gij hong cwngfuj bineix, aeu youz aen Dangjcunghyangh aeu Siz Ginbingz dungzci guh cehsim daeuj dazyinx giengzak, yungh Aen Swhsiengj Sevei Cujyi Miz Gij Daegsaek Cungguek Seizdaih Moq Siz Ginbingz daeuj ceijyinx, cienzmienh gvancez gij cingsaenz Cibgouj Daih caeuq Baez Ngeih Cungh、 Sam Cungh、 Seiq Cungh Cienzhoih Gaiq Cibgouj aen Dangj, laemxsim gvancez gij lijlun giekbonj、 lohsienq giekbonj、 fanghloz giekbonj aen Dangj, demgiengz ""seiq rox""、 giendingh ""seiq aen gagsaenq""、 guhdaengz ""song aen henhoh"", hop gaenj gij moegbiu yinvu cienzmienh laebbaenz aenbiengz siujgangh, cingjdaej suenqveh doicaenh gij hong fuengzre gaemhaed binghraq caeuq hwngfat ginghci nem ndawbiengz, ciengzseiz guhndei gij hong fuengzre gaemhaed binghraq, dingjmaenh aen diuhgoek guhhong youq ndaw bingzonj gouz baenaj, dingjmaenh hwngfat leixniemh moq, dingjmaenh aeu gaijgwz gij gapgyaq mbiengj gunghawj guh sienqmeh, dingjmaenh aeu gaijgwz hailangh guh rengzdoengh doicaenh hwngfat caetliengh sang, laemxsim dwk ndei sam ciengz ciengq ceiq hoj gung, gyarengz guh gij hong ""roek onj"", bauj gihminz miz hong guh、 bauj lwgminz gwndaenj、 bauj hawciengz cawjdaej、 bauj haeuxgwn nwngzyenz ancienz、 bauj diuz lienh canjnieb diuz lienh gunghawj onjdingh、 bauj caengzdaej yinhcienj, giendingh saedhengz aen canloz gyalai aeuyungh ndawguek. Henhoh aen daihbuenz ginghci hwngfat caeuq ndawbiengz onjdingh, saedbauj guhbaenz aen moegbiu yinvu gunggeng duetgungz ndaej hingz dingh, cienzmienh laebbaenz aenbiengz siujgangh.",做好今年政府工作，要在以习近平同志为核心的党中央坚强领导下，以习近平新时代中国特色社会主义思想为指导，全面贯彻党的十九大和十九届二中、三中、四中全会精神，坚决贯彻党的基本理论、基本路线、基本方略，增强“四个意识”、坚定“四个自信”、做到“两个维护”，紧扣全面建成小康社会目标任务，统筹推进疫情防控和经济社会发展工作，在疫情防控常态化前提下，坚持稳中求进工作总基调，坚持新发展理念，坚持以供给侧结构性改革为主线，坚持以改革开放为动力推动高质量发展，坚决打好三大攻坚战，加大“六稳”工作力度，保居民就业、保基本民生、保市场主体、保粮食能源安全、保产业链供应链稳定、保基层运转，坚定实施扩大内需战略，维护经济发展和社会稳定大局，确保完成决战决胜脱贫攻坚目标任务，全面建成小康社会。,government_work_report,1842,za,zh
"Seizneix caeuq baezlaeng aen seizgeiz ndeu, guek raeuz hwngfat bungzdaengz yungyiemj hojnanz doenghbaez caengz miz gvaq, hoeng raeuz miz yienghndei cwngci caeuq cidu daegbied、 gij giekdaej ginghci nanoek、 rengzndumj hawciengz hungloet, ik fanh lwgminz gaenxgoenx coengmingz.",当前和今后一个时期，我国发展面临风险挑战前所未有，但我们有独特政治和制度优势、雄厚经济基础、巨大市场潜力，亿万人民勤劳智慧。,government_work_report,1843,za,zh
"Cijaeu gamj bae wngqdoiq hojnanz, giendingh gij saenqsim hwngfat, demgiengz gij rengz doidoengh hwngfat, henhoh caeuq yungh ndei mboengq canloz seizgei youqgaenj guek raeuz hwngfat, couh itdingh ndaej roemxgvaq nanzgvan dangqnaj, Cungguek itdingh ndaej hwngfat ndeindei.",只要直面挑战，坚定发展信心，增强发展动力，维护和用好我国发展重要战略机遇期，当前的难关一定能闯过，中国的发展必将充满希望。,government_work_report,1844,za,zh
"Gyoebhab yenzgiu duenqdingh gij hingzseiq seizneix, raeuz habdangq diuzcingj le gij moegbiu yawhgeiz mwh caengz miz binghraq naemj haenx.",综合研判形势，我们对疫情前考虑的预期目标作了适当调整。,government_work_report,1845,za,zh
"Bineix aeu onjdingh yunghhong bauj lwgminz gwndaenj gonq, laemxsim dwkhingz ciengz ciengq gunggeng duetgungz, roengzrengz saedyienh aen moegbiu yinvu cienzmienh laebbaenz aenbiengz siujgangh； hawsingz caiq miz 900 fanh vunz doxhwnj ra ndaej hong guh, aen beijlwd diucaz saetnieb hawsingz 6% baedauq； aen beijlwd daenghgeiq saetnieb hawsingz 5.5% baedauq；gij gyaqcienz siuyungh gihminz swnghwnj 3.5% baedauq； hawj cingouj cuzgouj engqgya onjdingh、 caetliengh engq sang, gozci soucei daihdaej doxdaengh； gihminz souhaeuj demmaj caeuq ginghci demmaj daihdaej doengzbouh； ciuq aen biucinj seizneix gij vunz gungzhoj lajmbanj ndaej duetgungz caez、 gij yienh gungzhoj ndaej duet aen mauh gungzhoj caez； ginhyungz yungyiemj hungnaek ndaej fuengzre gaemhaed ndei； danhvei ndaw guek swnghcanj cungjciz siuyungh nwngzyenz caeuq aen soqliengh baizcuengq gij huq uqlah ceiq youqgaenj de laebdaeb doekdaemq, roengzrengz guhbaenz gij moegbiu yinvu ""Cibsam Haj"" Gveihva.",今年要优先稳就业保民生，坚决打赢脱贫攻坚战，努力实现全面建成小康社会目标任务；城镇新增就业900万人以上，城镇调查失业率6%左右，城镇登记失业率5.5%左右；居民消费价格涨幅3.5%左右；进出口促稳提质，国际收支基本平衡；居民收入增长与经济增长基本同步；现行标准下农村贫困人口全部脱贫、贫困县全部摘帽；重大金融风险有效防控；单位国内生产总值能耗和主要污染物排放量继续下降，努力完成“十三五”规划目标任务。,government_work_report,1846,za,zh
"Gizneix aeu gangjmingz： Dou mbouj daezok aen moegbiu bineix ginghci demmaj geijlai, cujyau dwg binghraq daengx seiqgyaiq caeuq ginghci mouyiz hingzseiq mbouj doekdingh geijlai, guek raeuz hwngfat bungzdaengz saekdi yinhsu yingjyangj nanz ndaej liuh daengz.",需要说明的是，我们没有提出全年经济增速具体目标，主要因为全球疫情和经贸形势不确定性很大，我国发展面临一些难以预料的影响因素。,government_work_report,1847,za,zh
"Dou yienghneix guh, ndaej ikleih dazyinx gak fuengmienh comzrengz bae guhndei ""roek onj"" ""roek bauj"".",这样做，有利于引导各方面集中精力抓好“六稳”、“六保”。,government_work_report,1848,za,zh
"""Roek bauj"" dwg giz yungh rengz gij hong ""roek onj"" bineix.",“六保”是今年“六稳”工作的着力点。,government_work_report,1849,za,zh
"Souj ndaej diuz sienq ceiq daemq ""roek bauj"", couh hawj aen buenzgoek ginghci ndaej onjdingh； aeu baujcang bae coicaenh onjdingh、 youq ndaw onjdingh gouz baenaj, couh ndaej vih cienzmienh laebbaenz aenbiengz siujgangh cuknet giekdaej.",守住“六保”底线，就能稳住经济基本盘；以保促稳、稳中求进，就能为全面建成小康社会夯实基础。,government_work_report,1850,za,zh
"Raeuz aeu yawj daengz, mboujlwnh dwg bauj yunghhong caeuq lwgminz gwndaenj、 guhbaenz aen moegbiu duetgungz, roxnaeuz dwg fuengzre vaqgej yungyiemj, cungj aeu miz ginghci demmaj daeuj cengjdingj, ginghci yinhhengz onjdingh gvendaengz daengxbuenz.",要看到，无论是保住就业民生、实现脱贫目标，还是防范化解风险，都要有经济增长支撑，稳定经济运行事关全局。,government_work_report,1851,za,zh
"Aeu yungh gij banhfap gaijgwz hailangh, bae onjdingh yunghhong、 baujcang lwgminz gwndaenj、 coicaenh siuyungh, ragdoengh hawciengz、 onjdingh demmaj, byaij ok diuz roen moq mizyauq wngqdoiq cungdongj、 baenqcienq ndaej ndei ndeu.",要用改革开放办法，稳就业、保民生、促消费，拉动市场、稳定增长，走出一条有效应对冲击、实现良性循环的新路子。,government_work_report,1852,za,zh
Aen caizcwng cwngcwz gaenxmaenx de aeu engqgya gaenxmaenx baenzsaeh.,积极的财政政策要更加积极有为。,government_work_report,1853,za,zh
"Bineix aen beijlwd cei lai gvaq sou dajsuenq ciuq 3.6% doxhwnj bae anbaiz, bineix aensoq caizcwng cei lai gvaq sou beij bi'gvaq lai 1 fanh ik maenz, doengzseiz fathengz 1 fanh ik maenz guekcaiq daegbied bae dingjfuengz binghraq.",今年赤字率拟按3.6%以上安排，财政赤字规模比去年增加1万亿元，同时发行1万亿元抗疫特别国债。,government_work_report,1854,za,zh
Neix dwg gij guhfap daegbied youq mboengq daegbied de yungh.,这是特殊时期的特殊举措。,government_work_report,1855,za,zh
"2 fanh ik maenz gwnzneix gangj cienzbouh cienj hawj deihfueng, laebhwnj aen gihci cienjnod ceihawj mbouj doengz de, hawj cienzngaenz cigsoh haeuj caengzdaej si yienh bae、 cigsoh bang daengz giyez caeuq lwgminz, ceiq youqgaenj dwg aeu bae bauj yunghhong、 bauj lwgminz gwndaenj、 bauj hawciengz cawjdaej, baudaengz haeujcoengh gemj gvaeh gyangq feiq、 gemj co gyangq leih、 gyalai siuyungh caeuq douzswh daengj, seizseiz geiqmaenh gij cienz caizcwng yungh youq goenggungh fuengmienh, bouxlawz cungj mbouj ndaej gatlouz nodyungh.",上述2万亿元全部转给地方，建立特殊转移支付机制，资金直达市县基层、直接惠企利民，主要用于保就业、保基本民生、保市场主体，包括支持减税降费、减租降息、扩大消费和投资等，强化公共财政属性，决不允许截留挪用。,government_work_report,1856,za,zh
"Aeu roengzrengz gaijndei aen gapgyaq ceiok caizcwng, gij ceiok lwgminz senglix noix mbouj ndaej de cijndaej demlai mboujndaej gemjnoix, aeu cietsaed baujcang gij ceiok giz youqgaenj, laemxsim atgemj gij ceiok itbuen de, yiemzgimq saen hwnq louz dangz gvanj soj, yiemzgimq saisangq luenh yungh.",要大力优化财政支出结构，基本民生支出只增不减，重点领域支出要切实保障，一般性支出要坚决压减，严禁新建楼堂馆所，严禁铺张浪费。,government_work_report,1857,za,zh
