Bahnaric,Vietnamese
Lu sư pom tơdrong hllch chrơp. Krà. Yang. . Tỏk-bõk lu đe noh. . Pơm kơdranh hlĩch chrơp lăm dêh. Cham.,"Trong xứ. Cham, tại giữa Ê-díp-tô,. Hai người làm cầc dấu kỳ và phép lạ của. Ngài."
"Lu sư pôk boih pơtao kơdih mă ưh kơ trõ đờng. Inh, lu sư kữm roih iồk lu bơngai pơgờr mă-leĩ kữm ưh kơ đei pơdrờng inh. Lu sư iồk jên hu, maih lũ sư man both rup yang jingtodrong pơrăm blỡ lu sư kơdih.","Chúng phong vương người mà. Ta không chọn, tôn làm lãnh tụ kẻ. Ta không biết, dùng bạc vàng làm ra ngẫu tượng, để rồi bị đập tan."
"Lu sư păng kon sâu lu sư jang tơdrong vvei-lăng gak 'măng jang hnam anih akũm. Kră. Yang, wă khan lu bcmgai gak anih akũm.","Những người này và con cháu họ có nhiệm vụ canh giữ. Nhà Ðức. Chúa, tức. Nhà. Lều"
"Lu sư pĕch iŏk dơng hla gao na năm đih sơng. Sư. Lu sư pơma 'bơ̆r re khan: “Hôsana, bơnê kơ 'Bok. Kei-Dei. Bơnê kơ. Yêsu. Pơtao. Isơrael truh tơ bơ̆n yua kơ. Kră. Yang wơh.”.",họ cầm nhành lá thiên tuế ra đón. Người và reo hò:. Hoan hô! Hoan hô! Chúc tụng Đấng ngự đến nhân danh. Chúa! Chúc tụng vua Ít-ra-en!
"Lu sư pơ'nơ̆m kơtăp 'bih, tanh hăm wai dŭng bơngai bu sa lu kơtăp 'noh gô lôch. Tơdah kơtăp noh pơchah sư gô cheh jing 'bih đei bih hơkăm.",Chúng ấp trứng rắn độc; Chúng giăng mạng nhện; Ai ăn nhằm trứng của chúng ắt sẽ chết ngay; Nếu trứng ấy nở ra sẽ đích thị là một con rắn độc.
"Lu sư pơgỡp jơhngờm lu sư wă pơm kơnễ tơtỗ thoi tơnuh ũnh; ỉu bơngai 'buh 'bẽng, khưi prăt măng bơngai ’buh ’bẽng tep truh pơgê hrôih na tơnuh ũnh khỡng thoi pỉa ũnh.","Khi chúng bày những âm mưu xảo quyệt, lòng chúng chẳng khác chi hoả lò: suốt đêm cơn giận của chúng ngủ yên, nhưng bừng lên như ngọn hoả hào khi trời sáng;"
"Lu sư pơih tơnglơ̆p tơmo ei. Na. Yêsu ngoi tơ plĕnh krao khan kơ 'Bă. Sư: “Ơ 'Bă,. Inh bơnê kơ. Ih kơlih kơ. Ih mơ̆ng. Inh krao khan kơ. Ih boih.","Rồi người ta đem phiến đá đi. Đức. Giê-su ngước mắt lên và nói: “Lạy. Cha, con cảm tạ. Cha, vì. Cha đã nhậm lời con"
"Lu sư pơklep đei puăn trong tơmo gĭt, trong mă mônh minh găr tơmo gôh rang. Sardis, minh găr tơmo hlăng. Topas, minh găr tơmo rang. Carbucle.","Họ nhận bốn hàng ngọc: hàng thứ nhứt, ngọc mã-não, ngọc hồng-bích, và ngọc lục-bửu;"
Lu sư pơlôch bơngai drồ-kăn adro; Lu bơngai tơmoi. . Păng kữm pơlôch lu bơngai mơti.,"Chúng nó giết người góa-bụa, kê khách,. Và làm chết những kẻ mổ-côi."
"Lu sư pơlôch kon drồ-nglo pơtao. Sêđekiá tơm mat; na kuek lễ măt. Sêđékia, chỗ.",Chúng cắt cổ những người con của vua. Xít-ki-gia-hu trước mắt vua cha
Lu sư pơlôch pham lẽch thoi đak ró tăp dăr kơ pơlei. Jerusalem. Ưh kơ đei bu 'bù akâu bơngai lôch.,"Chúng nó đổ huyết họ ra như nước Ở chung-quanh. Giê-ru-sa-lem,. Chẳng có ai chôn họ."
Lu sư pơm 'bar dăng rơbưn păng maih rơgoh wă tơguăt tơbưn bơnal kơtơh hăm ao êphot.,"Rồi chuyền hai đầu của hai sợi chuyền vào móc gài nơi đai vai ê-phót, về phía trước ngực."
"Lu sư pơm anih linh wă chă pơrăm lu sư, pơrăm đĭ-đăng tơmam sa plei sa truh tơ tơring. Gasa ưh pă đei lê̆ minh tơmam sa kiơ kơ lu bơngai. Isơrael, mă triu, rơmo dah aseh iĕ.","đóng trại đối ngang người, phá hại mùa màng của xứ cho đến. Ga-xa, và không để lại trong. Y-sơ-ra-ên lương thực gì, hoặc chiên, bò hay là lừa."
Lu sư pơm ao tai 'nguaih kơ êphot tanh hăm brai săk jơk ngăl.,Họ cũng chế áo dài của ê-phót bằng vải thường toàn màu tím.
"Lu sư pơm dơ̆ng 'bar tŏ gơwang maih dan 'bơ̆t ala 'bar tŏ tơlei hơtăr anăp êphot, tơ tơnăp tơbưh tơlei tơ̆n ao êphot.","Lại làm hai khoanh vàng khác nữa để nơi đầu dưới của hai đai vai ê-phót, về phía trước, ở trên đai, gần chỗ giáp mối."
Lu sư pơm dơ̆ng 'bar tŏ gơwang maih sĭt tơ lăm kơ 'bar pah bơnal kơtơh tơbưh hăm ao êphot.,"Cũng làm hai khoanh vàng khác để vào hai góc đầu dưới của bảng đeo ngực, về phía trong ê-phót."
"Lu sư pơm krĕng-nĕng hăm maih rơgoh, sĭt tơdrơi tơdrơi sơlam 'bar tŏ plei gărnăt.","lại làm chuông nhỏ bầng vằng ròng, gắn giữa hai trái lựu, vòng theo chung-quanh trôn áo;"
Lu sư pơm kơ. Yêsu dôm tơdrong pơkã lễ hơdrol lăm sỡp hla bơar 'Bok. Kei-Dei’dang boih na đe tợịur akâu sư đờng ’long pơglang na 'măn akâu sư tơ bơsat.,"Họ đã làm cho ứng-nghiệm mọi điều chép về. Ngài rồi, thì hạ. Ngài xuống khỏi thập-tự-giá mà chôn ưong mà.c"
"Lu sư pơm kơ ih kư̆m thoi lu sư juăt kơ pơm kơ. Inh iŏk đơ̆ng năr. Inh pơklaih lu sư lĕch đơ̆ng dêh char Êyiptơ truh tơ dang ei, lu sư achăng lê̆ inh na kơkuh kơ yang nai.",Chúng nó đối ở cùng ngươi y như chúng nó đã thường làm từ khi ta đem chúng nó ra khỏi xứ Ê-díp-tô cho đến ngày nay: chúng nó đã lìa bỏ ta đặng hầu việc các thần khác.
Lu sư pơm kơ jơhngơ̆m inh hiôk păng pơm kơ jơhngơ̆m iĕm hiôk lei-lăi mơ̆n. Na iĕm athei chu yom kơ dôm lu bơngai mă pơm thoi noh.,"Thật vậy, họ đã làm cho tinh thần của tôi và của anh em được bình an thanh thản. Vậy anh em hãy biết quý trọng những người như thế."
Lu sư pơm kơ.jơhngỡm lu sư arăng thoi tơmo jơmồng kuă kơ mỡng khôi juăt mă. Kră. Yang. Tih. Hloh đei ăn boih. Yang. Bơhngol sư yua lu 'bok khan lễ adrol kră sỡ mă sư đei wơh; yua kơ thoi noh na đei tơdrong hil tih dêh đỡng. Kră. Yang. Tih. Hloh.,"lòng chúng, chúng để cho chai cứng như kim cương để khỏi vâng giữ. Lề. Luật và lời dạy bảo mà Ðức. Chúa các đạo binh đã gửi đến nhờ thần khí của. Người, qua trung gian các ngôn sứ thời xưa. Và chuyện xảy ra là Ðức. Chúa các đạo binh đã giáng xuống cơn thịnh nộ lớn lao."
Lu sư pơm mir rei adrẽch păng pơtăm tơm hơmu lăm mir chùn tơm hơmu đei plei lơ.,"Họ gieo ruộng và ưồng nho,. Ruộng và nho sanh bông-trái."
Lu sư pơm plăk iĕ pơklep tơ mu rơgoh 'lơ̆ng hăm maih rơgoh. Lu sư chrek tơ noh thoi đe chrek pơm tơdra kơtĭt:. Rơgoh 'Lơ̆ng Ăn. Kơ. Kră. Yang.,"Họ cũng dùng vàng lá ròng chế cái thẻ thánh, khắc trên đó như người ta khắc con dấu, rằng:. THÁNH. CHO ĐỨC. GIÊ-HÔ-VA!"
"Lu sư pơm puăn-jĭt tŏ bơlôh rơnuh păng hu, kơ 'bar-jĭt hlak tơ̆r, 'bar tŏ bơlôh rơnuh kơ minh hlak tơ̆r 'man 'bar pah wă pơkăp sư păng 'bar tŏ bơlôh rơnuh kơ tơ̆r nai 'măn 'bar pah wă kơ pơkăp sư.","dưới hai chục tấm làm bốn chục lỗ mộng bằng bạc: dưới mỗi tấm có hai lỗ mộng, để chịu hai cái mộng."
"Lu sư pơm rơbưn giang păng maih rơgoh, sĭt tơ bơnal 'băk tơ kơtơh.","Đoạn, trên bảng đeo ngực họ chế các sợi chuyền bằng vàng ròng, đánh lại như hình dây."
"Lu sư pơm thoi noh, ning-mônh 'Bok. Kei-Dei phak pơmat lu sư dêh. Lu sư 'mêm kơ klak lu sư, rŏ kơ klak yŏng na pơm thoi noh. Lu sư chă pơang kơ đe kiơ̆ tơdrong mă đe mơlâu. Đon lu sư tơchĕng ling-lang gah tơdrong ala teh.","chung cục là họ sẽ phải hư vong. Chúa họ thờ là cái bụng, và cái họ lấy làm vinh quang lại là cái đáng hổ thẹn. Họ là những người chỉ nghĩ đến những sự thế gian."
Lu sư pơm tơdrong kơnễ tơplih kơ tơdrong 'lởng inh. . Lu sư hil areh tơplih kơ inh ’mêm.,"Chúng nó lấy dữ ưả lành,. Lấy ghét báo thương."
"Lu sư pơm tơdrong yoch wă pơhiôk kơ pơtao,‘ păng yua tơdrong hơlẽrth lu sư pơhiôk lu krâ pơgỡr.","Ðể mua vui cho vua, chúng làm điều gian ác, để vừa lòng thủ lãnh, chúng bày chuyện dối gian,"
"Lu sư pơm yang kơpaỉ kông, pàng soh 'long 'bâu phu tơ kơpal groi, tơala tơm 'long kôih, 'long hoììgo, 'long têrebin yua kơ đei yờp rơngơp dêh. Yua ko' thoi noh na lu kon adruh lu iẻm pơm pơyô kữ kă, păng mồ mai iẽm tơtông pơyô hăm đe nai.","Chúng sát tế, chúng dâng hương trên các đỉnh núi, trên các ngọn đồi, dưới bóng mát cây sồi, cây hương, cây sến. Thảo nào con gái các ngươi chẳng làm điếm, con dâu các ngươi chẳng ngoại tình."
"Lu sư pơm yoch kơnê̆ dêh hăm mơlâu ưh. Lu sư ưh kơ đei mơlâu ôh, muh măt lu sư ưh kơ đei layơ đum rak mơlâu. Kŭm ưh kơ băt mơlâu noh kiơ. Lei na lu sư gô pơ̆k hơdai hăm lu bơngai mă pơ̆k huŏng; truh năr. Inh phak pơmat lu sư, lu sư gô hraih đang.”. Kră. Yang khan thoi noh.","Việc chúng làm thật đáng tởm biết bao; lẽ ra chúng phải lấy làm xấu hổ mới đúng. Nhưng mặt chúng vẫn trơ ra,. Bởi chúng chẳng biết xấu hổ là gì. Vì thế chúng sẽ ngã gục giữa bao người ngã gục,. Trong lúc. Ta sửa phạt chúng. chúng sẽ bị ném xuống,”. CHÚA phán."
Lu sư pơma 'bơr re-khan: “Ưh ôh; ưh kơ bơngai 'noh. Tơlẽch ồn kơnhôn ’Barra'ba.” 'Barra'ba 'noh yõng bơngai tơtông tơgar.,"Chúng bèn kêu lên nữa ràng: Đừng tha nó, nhưng tha. Ba-raba! vâ,. Ba-ra-ba Íằ một kê trộmcướp.Quãn-linh làm sỉ-nhục Đửc. Chúa. Jesus. -. Phi-iát phó. Ngài cho dân. Giu-đa"
Lu sư pơma che bơle kơ. Sư tôm tĕch.,Chúng còn thốt ra nhiều lời khác xúc phạm đến. Người.
"Lu sư pơma hăm. Kră. Yang 'Bok. Kei-Dei khan: “Weh ataih kơ lu nhôn, lu nhôn ưh kơ wă băt trong gơlong. Ih.","Thế nhưng chúng đã từng nói với. Thiên. Chúa: ""Xin. Ngài xa chúng tôi, chúng tôi chẳng muốn biết đường lối của. Ngài."
Lu sư pơma hăm nởr hil areh wang ìăpkơ inh. . Blah inh hăm tơdrong ưh kơ đei.,"Vây-phủ tôi bằng lời ghen-ghét,. Và ưanh-đấu với tôi vô-cớ.,"
"Lu sư pơma kơ nhi pôm tơdrong athei tơgŭm mơnat kơ lu bơngai dơnuh hin đe. Juđê, na inh khan kơ lu sư: “Lăp kơ tơdrong 'noh đơ̆ng sơ̆ inh kư̆m băt tơchĕng ră mơ̆n.”.","Chỉ có điều này là chúng tôi phải nhớ đến những người túng thiếu, điều mà tôi vẫn gắng làm."
"Lu sư pơma kơnê̆ kơ. Kră. Yang mă oei tơ plĕnh, yua kơ lu sư hăl hang kơ jĭ tơboch păng dôm.tơdrong.pơmat noh. Mă-lei lu sư ưh kơ chu tơbral tơdrong yoch lu sư pơm ôh.","họ nói phạm đến. Thiên. Chúa trên trời, vì quá đau đớn và bị ung nhọt, nhưng họ không chịu hối cải mà từ bỏ các việc mình làm."
Lu sư pơma kơnễ kơ. Ihj yua anănlh pơma kữ kă.,"Chúng nó nói nghịch. Chúa cách phớm-phình,. Kê thù-nghịch. Chúa lắy danh. Chúa. I mà làm chơi."
"Lu sư pơma re đơđơù đơdao mao. Đei lu ’bok thây bơtho tơdrong juăt. Juđê khùl. Pharisi, lu sư wă kơ jei sư na sư iuhg pơma dõng. Pôl khan hloi thoi âu: “Bơngai âu ưh kơ dei pơm tơdrong kiơ ôh. Rõ làhg sư đei linh jang 'lỡng pơma khan kơsư kơlẽ.”.",Tiếng kêu-la lớn liền dậy lên. Có mấy thầy thông-giẳo về dòng. Pha-risi đứng dậy cãi-lẫy cùng kẻ khác rằng:. Chúng ta chẳng thấy trong người nầy có điều ác gì. Nào ai biết chẳng phải thần hoặc thiên-sứ đã nói cùng người?
"Lu sư pơma re, lu sư hơvvờtao lu sư hãm săi teh pơnũk.","Nên, hãy làm theo nhưchúng tôi sẽ nói cho anh:. Chúng tôi đây có bốn người đều mắc lời thề"
"Lu sư pơma thoi noh yua kơ lu sư ưh kơ tơchĕng kơ tơdrong. Bok. Kei-Dei pơrăm teh đak sơ̆. Sơ̆ 'Bok. Kei-Dei sơkat athei đei plĕnh teh, đei hloi tơpă. sư sơkat athei đak pơjing teh, teh lĕch đơ̆ng đak tơpă.","Thật vậy, họ không muốn biết rằng từ lâu đã có trời và đất, và đất từ nước mà ra và nhờ nước mà đứng vững do lời của. Thiên. Chúa."
"Lu sư pơma thoi noh yua kơ đĩ-đăng lu bơngai. Pơlei. A ten pàng lu bơngai tơmoi oei .tơ pơlei ei mỡn, lu sư ling-lang wă răp mờng tơdrong ’nao đe bơtho, mơnah bơtho tơdrong kiơ, mơ’nah bơthọ tơdrong kiơ.","Và, hết thảy người. A-thên và người ngoại-quốc ngụ tại thành. A-thên chỉ nói và nghe việc mới lạ mà thôi."
"Lu sư pơma thoi noh, bơ̆n băt kơ lu sư 'maih chă teh đak hiôk wă oei.",Những người nói như vậy cho thấy là họ đang đi tìm một quê hương.
Lu sư pơma tơduă lu sư: “Bu wă pơih kơ bơ̆n 'măng tơmo đơ̆ng klơ̆p bơsat?”.,Các bà bảo nhau: “Ai sẽ lăn tảng đá ra khỏi cửa mộ giùm ta đây?”
Lu sư pơma tờduă lu sư thoi âu:. To! Bơngai mă tep apo truh boih to!,"Họ bảo nhau: ""Thằng tướng chiêm bao đang đến kia!"
Lu sư pơmat kon pơlei. Isơrael hăm tơdrong jang hrat pợjuă teh pơm găch păng lơ tơdrong jang nai lăm mir chùn. Dôm tơdrong jảng lu bơrigai Êyiptơ rôp pơgỗ kon pơlei. Isơrael jang gleh pơmat-tat dêh.,"Chúng làm cho đời sống họ ra cay đắng vì phải lao động cực nhọc: phải trộn hồ làm gạch, phải làm đủ thứ công việc đồng áng; tóm lại, tất cả những việc lao động cực nhọc, chúng đều cưỡng bách họ làm."
"Lu sư pơmă hơdai đĭ kơ minh tơpôl khan: ""Ư-ang. Kră. Yang bơ̆n mă oei tơ tang-dŏ hăm ư-ang. Kon. Triu, sư boih pơklaih bơn ăn kơ bơn hiôk-hian."".","Họ lớn tiếng tung hô: ""Chính. Thiên. Chúa chúng ta, Đấng ngự trên ngai, và chính. Con. Chiên đã cứu độ chúng ta."""
"Lu sư pơplỗng truh tơ wẽch kồng, thoi noh kơtỡng thoỉ re gre aseh, kơtỡng thoi pla ũnh sa hơnong 'ba; noh thoi minh khũl linh tih pran kơtang, săp pơrẽng wă năm tơblah.","Chúng nhảy trên các ngọn núi đồi rầm rập như tiếng chiến xa, ào ào như ngọn lửa đốt rạ; chúng như một đoàn dân hùng hậu đang dàn hàng lâm chiến."
Lu sư pơpuh lu bơngai dơnuh hin weh đơ̆ng trong tih. Lu bơngai pơmat-tat lăm teh đak chă ôn kơ'nơp.,"Chúng gạt người túng thiếu ra khỏi đường đi, khiến kẻ nghèo hèn trong xứ phải cùng nhau lẩn trốn."
"Lu sư pơrăm lê̆ trong inh,. Inh rai răm lu sư rai tŏk. Lu sư ưh kơ kăl bơngai pơdŏng.","Họ phá huỷ con đường tôi đi để tiêu diệt tôi, tiến đánh tôi không cần ai giúp đỡ."
"Lu sư pơrỡng pơlong lăng. Kră. Yang 'Bok. Kei-Dei,. Na apinh tơmam sa kiở thoi lu sư wă.","Trong lòng họ thử Đức. Chúa. Trời,. Mà cầu-xĩn đổ-ăn theo tình-dục mình/"
Lu sư pơyờr kơ 'Bok. Kei-Dei àn kơ lu bơngai jơng bang. Yêsu chă asong lu bơngai mà hoh kơ đei.,đặt dưới chân các sứ-đồ; rồi tùy theo sự cần-dùng của mỗi người mà phát cho.
"Lu sư pơyởr gah tơdrorig jang pơm hnam. Kră. Yang 'Bok. Kei-Dei, minh-hrẽng tơpơh-jĩt târrmaih mợjĩt-rơbâu jên maih, darik, pêng-hrẽng puăn-jlt pơđăm tân hu, tơdrâu-hrẽng mợjĩt tân kong, păng pêng- rơbâu puăn-hrẽng pơđăm’jlt tân bơsei.","Họ dâng cúng vào công cuộc phục vụ. Nhà. Thiên. Chúa: một trăm năm mươi tấn vàng, mười ngàn đồng Ða_x0002_ri-ô, ba trăm tấn bạc, năm trăm bốn mươi tấn đồng, và ba ngàn tấn sắt"
Lu sư pơđâu băl wă pơm kơnễ kơ lu bơngai tơpăt. . Păng sek pơlôch lu bơngai ưh kơ đei yoch.,"Chúng nó hiệp nhau lại nghịch linh-hổn người công-bình,. Và định tội cho huyết vô-tội."
"Lu sư pơđâu kữm đunh 'biờ mỡn. Klaih kơ noh. Pêtrôs iung pơma thoi âu:’“ơ lu 'nhõng oh, iẽm kữm băt tơdrong 'Bok. Kei-Dei rơih inh đỡng lu iẽm sỡ, wă kơ inh năm bơtho lu bơngai tơmoi mă ưh kơ khúl bỡn wă kơ sư gơh kơtỡng. Tơdrong 'Nao 'Lỡng na lui kơ. Kră. Yang. Yêsu.","Sau một cuộc bàn-luận dài rồi,. Phi-e-rơ đứng dặy nói cùng chúng rằng:. Hỡi anh eni, hãy biết rằng từ lúc ban đầu, Đức. Chúa. Trời đã chọn tôi trong các anh em, để cho người ngoại được nghe tirí-lành bởi miệng tôi và tin theo"
Lu sư pơđâu wă blah kon pơlei. Ih; . Lu sư chă đon wă pơm kơ lu bơngai mă. Ih đei bơvvei.,"Chúng nó toan mưu độc hại dân- sự. Chúa,. Bàn-nghị nhau nghịch những kẻ. Chúa che-giắu"
"Lu sư rei boih 'ba mi mă-lei kĕch iŏk găr jơla lu sư jang hrat mă-lei ưh kơ yua kiơ. Gô mơlâu kơ kĕch iŏk tŏ sĕt,. Yua kơ. Kră. Yang hil kơtang tơpă.","Chúng đã gieo lúa mì, nhưng chỉ gặt toàn gai góc. Chúng đã làm lụng vất vả, nhưng thu hoạch chẳng ra gì. Hãy lấy làm xấu hổ về những gì các ngươi gặt hái được,. Vì cơn giận phừng của. CHÚA đang đổ xuống trên các ngươi.”"
"Lu sư roi kơ lu bơngai lui tơ hnam akŭm nhôn mơn khan ih 'mêm mơnat kơ lu sư. Na dang ei lu sư năm chă bơtho đe dơ̆ng. Apinh ih mơnat ăn kơ lu sư tơmam dơ̆ng hŏ, wă kơ lu sư gơh năm chă bơtho đe. 'Bok. Kei-Dei lăp đon tơpă ih pơm thoi noh.","Họ đã làm chứng về đức bác ái của anh trước mặt. Hội. Thánh. Anh sẽ làm một việc nghĩa, nếu anh giúp đỡ cho chuyến đi của họ cách xứng đáng trước mặt. Thiên. Chúa."
"Lu sư roi kơ Êsai khan: “Pơtao. Hesekia pơma thoi âu:. Năr âu jơ̆ năr sơ'ngon truh, 'năr đei chrih păng 'năr mơlâu, thoi drŏ-kăn anăp truh bơih năr tơpŭ kơ kon nge mă-lei ưh kơ kĕ đei jơhngơ̆m wă tơpŭ.","Họ thưa: ""Vua. Khít-ki-gia phán thế này:. Hôm nay là một ngày khốn quẫn, ngày trừng phạt, ngày ô nhục, vì đã đến lúc con lọt lòng, mà mẹ lại không có sức sinh!"
"Lu sư roi tơbăt athei hrủk ao 'bi na ỡt kơ sõng sa, iỗk đỡng bơngai pơm tìh yỗng mơng truh tơ lu kon pơlei hmă.","họ công bố lệnh ăn chay và mặc áo vải thô, từ người lớn đến trẻ nhỏ."
"Lu sư rok trong kuĕt kuĕl sơlam kông, lu sư 'bĭch 'bơ̆t pơlei. Gêba; kon pơlei. Rama hli tơrơ, kon pơlei. Gibêah kơdâu ôn đĭ noh pơlei. Sôl sơ̆.","Chúng đi qua ải: ""Tại. Ghe-va, chúng ta sẽ nghĩ đêm."". Ra-ma run sợ,. Ghíp-a, thành của vua. Sa-un, chạy trốn."
Lu sư rôp anhăk. Uri đơ̆ng Êyiptơ ba tơ pơtao. Jêhôiakim. Pơtao pơlôch sư hăm đao gưm klơ̆m lê̆ atâu sư tơ bơsat kon pơlei hmă.,Họ bắt được. U-ri-a ở. Ai-cập và mang ông ấy về nộp cho. Vua. Giê-hô-gia-kim. Vua đã dùng gươm giết ông ấy và ném thây ông vào nghĩa địa của thường dân
Lu sư rôp kon drỗ-nglo kon drỗ-kăn ỉu sư. . Pơm tơmam soi kơ. Yang kơnễ.,Họ bắt con trai con gái mình. Mà cúng-té ma-quỉ/
"Lu sư răt ba đởng dêh char Êyiptơ lu gre aseh minh pôm gre dang tơdrâu-hrẽng sêikơl jên hu, lu aseh minh pôm minh-hrẽng pơđăm-jĩt sêikơl jên hu; lu đe âu kữm tẽch dờng kơ lu pơtao đe. Hêtit păng pơtao dêh. Siri.","Họ cũng lên. Ai-cập mua xe về, mỗi cỗ sáu trăm bạc; ngựa thì một trăm năm chục một con. Họ cũng đứng ra mua bán như vậy cho các vua. Khết và các vua. A-ram"
"Lu sư sa 'bẽng tơdrong pơm kơnễ, . Huch sik hơmu tơdrong kơnễ krưp.","Vì chúng nố ăn bánh của sự gian- ác,. Và uống rượu của sự huhg-hãng."
"Lu sư soh lễ anih 'Lỡng rỡgoh. Ih truh tơ teh, lu sư.pỡm pơ'mễ kơ anih. Anăn íh.","Chúng nó đã lấy lửa đốt nơi thánh. Chúa,. Lầm cho chỗ danh. Chúa ở ra phàm đến đất."
"Lu sư su 'bi sơ'ngon jơ̆p kơ trong tih lăm pơlei, lu sư nhơ̆m hmoi tơ kơpal bơbŭng hnam păng tơ anih hơdrŭm, lu sư hmoi ơh lĕch đak măt.","Ngoài phố phường, người ta mặc áo vải thô; trên mái nhà và tại các quảng trường, mọi người đều rên siết và khóc lóc thảm thương"
"Lu sư sĭt plei gărnăt hăm brai jơk 'brê gôh, 'brê gơhĭm tăp dăr kơ tơdrơi ao hăm plei gărnăt hăm brai.","Nơi trôn áo, thắt những trái lựu bằng chỉ xe mịn màu tím, đỏ điều, đỏ sặm;"
"Lu sư sĭt pơđăm-jĭt kiơ̆ kơ trong jih tơdrơi che mă minh păng sư sĭt pơđăm-jĭt tơ tơdrơi jih kơ che mă 'bar, tơnăp sư tơbưh băl.","Họ thắt năm chục vòng theo triêng của bức màn ở đầu của bức nguyên thứ nhứt, và năm chục vòng theo triêng bức màn ở chót của bức nguyên thứ nhì; các vòng đối nhau."
"Lu sư tah 'măn boih rup yang kơnê̆ 'mê̆ krưp tơ lăm hnam mă đe anăn măt. Inh, pơm mơgrĭ 'mê̆-'mach.",Chúng đem những thần tượng gớm ghiếc dựng lên trong nhà được gọi bằng danh. Ta và làm cho nhà ấy ra ô uế
"Lu sư tah. Hom. Pơgơ̆p lăm gre, hăm tah hôp rup pơtôch đek pơm păng maih păng kơne kư̆m pơm păng maih.","Chúng để hòm của Đức. Giê-hô-va lên trên xe luôn với cái trắp có con chuột bằng vàng, và hình trĩ lậu."
Lu sư tam mă truh tơ kơđẽl sơlùng ră mădei kơplah noh lu dăm-brang plõng rôp hek hok kơting đĩ hloi.,"Những người này chưa đụng tới nền hầm, thì sư tử đã vồ lấy chúng mà nghiền nát xương."
Lu sư tanh ao tai păng brai 'bui se ăn kơ. Arôn hăm lu kon drŏ-nglo sư;.,"Họ cũng chế áo lá mặc trong bảng vải gai mịn, dệt thường, cho. A-rôn cùng các con trai người;"
"Lu sư teh pơpuh lu aseh mă lu pơtao đe. Juda pơyờr ăn kơ yang măt 'năr, pơdỡng 'bỡt 'măng mởt tơ. Hnam akũm kơkuh kơ. Kră. Yang, jễ hnam linh krẽo anăn sư. Nathan. Mêlek, 'bỡt cham. Hnam akũm,’. Josia soh rũk lễ đĩ lu gre aseh pơyờr kơ yang măt 'năr.","Vua dẹp bỏ những con ngựa mà các vua. Giu-đa đã dâng kính mặt trời, chỗ vào. Nhà Ðức. Chúa, gần phòng thái giám. Nơ-than. Me-léc, trong dãy nhà phụ thuộc; vua cũng phóng hoả đốt xe của mặt trời"
Lu sư teh tach pơjĭ. Inh păng pơlôch. Inh. Mă-lei kơtĕch pêng năr. Inh gô iung arih dơ̆ng.”.,"Sau khi đánh đòn, họ sẽ giết. Người, và ngày thứ ba. Người sẽ sống lại.”"
"Lu sư thoi 'nao pơtăm, 'nao rei, 'long 'nao chăt rơh lăm teh,. Kră. Yang tơthu na sư jô kro; kial phŭt huơ̆r bơbơ̆t đĭ lu sư thoi hơkam 'ba.","Chúng vừa được trồng, chúng mới được gieo, thân chưa kịp đâm rễ xuống đất, thì. Người đã thổi hơi, và chúng liền khô héo, rồi cơn lốc cuốn chúng đi như rơm rạ."
Lu sư thoi aseh tơno rong bek chă kiơ̆ akăn đe nai.,Chúng nó tựa những con ngựa sung sức động tình. Ai nấy đều hí lên để ve vãn vợ kẻ khác.
Lu sư thoi bơrigai chẽp sung yỡr hơ-ô wă kăl 'lõng.,Chúng nó giống như kẻ giơ rìu lên. Trong đám rừng rậm kia.
Lu sư thoi gơmơ̆k blôk đông hoch kơpal đak; Teh jang sa lu sư đe hiap pơtê̆ bơih; Ưh pă đei bu brŏk dơ̆ng bơih tơ pơgar hơmu lu sư.,"Trên mặt nước, nó trôi bềnh bồng, trong xứ, đất đai của nó bị nguyền rủa, không một ai quay lại phía vườn nho."
Lu sư thoi hơnong 'ba anăp kial hơbŭt thoi hơkam 'ba kial hơbŭt pơđông?,"Có bao giờ chúng như cọng rơm bị gió cuốn, như vỏ trấu bị cơn lốc cướp đi?"
"Lu sư thoi lĕ kơ lu linh jang 'lơ̆ng 'Bok. Kei-Dei păng ưh kơ gơh lôch ôh. Lu sư kon 'Bok. Kei-Dei, yua kơ 'Bok. Kei-Dei tơiung arih sư đơ̆ng lôch.","Quả thật, họ không thể chết nữa, vì được ngang hàng với các thiên thần. Họ là con cái. Thiên. Chúa, vì là con cái sự sống lại."
"Lu sư truh đơ̆ng dêh char ataih, đơ̆ng tôch kơ plĕnh teh. Kră. Yang păng lu tơmam tơblah,. Sư yua lăm tơdrong. Sư hil mĭl wă pơrăm đĭ teh âu.","Từ miền đất xa xăm, từ chân trời, Ðức. Chúa và những công cụ thực hiện cơn lôi đình của. Người, đến phá tan toàn cõi đất."
"Lu sư trồ kơ hli krưp dêh tơpă, tơdrong pơrõ pơang păng tơdrong sek tơlang tă kơ lẽch đỡng lu sư kơdih.",Nó thật là đáng kinh đáng sợ nó dùng sức mạnh mà áp đặt công lý và oai phong.
Lu sư tung ba. HomPơgỡpKră. Yang. JL o 'Bok. Kei-Dei pàng dan 'măn sư Ịării bơsùn mă Đawit pơdờng.,Người ta đưa. Hòm. Bia. Thiên. Chúa vào đặt giữa. Lều vua Ða-vít đã dựng sẵn
