Bahnaric,Vietnamese
Tơ̆ng e et bĭ kơtĕch hơnŏk tơblơih lê̆ lang ơi oh.,"Nếu không thành tiếc nuối lắm, nàng ơi."
"Bongai bu oei jang tormir, 'ne pa brok idk ao tcZnd su tey hnam.","ai ở ngoài đồng, đừng trở lại lấy áo choàng của mình."
"Hơri bơnê bĕ kơ. Kră. Yang, yua kơ. Sư đei pơm bơih dôm tơdrong jang gĭt kăl ư-ang, na roi pơdah bĕ kơ jơ̆p lăm teh đak băt.","Ðàn ca lên mừng Ðức. Chúa, vì. Người đã thực hiện bao kỳ công; điều đó, phải cho toàn cõi đất được tường."
yam.,giám
Yang hơbang chẽp nâr mă noh.,"Ước gì lời nói thần, lời nói linh nghiệm"
"Bongai dro-kan noh khan:. Lei lio’ pcftao to’cheng wa poYam kon po’lei. Kra. Yang 'Bok. Kei-Dei thoi noh? Wa khan poYao tfh kor an kon dro-nglo poYao ma jak to’nai boih wih brok, pcftao poma thoi noh nhen thoi sek jo kcfdih akau dei to’drong yoch.","Người đàn bà nói: ""Vậy tại sao ngài lại tính một chuyện có hại cho dân. Thiên. Chúa như thế? Vì đã nói lời ấy, nên đức vua giống như một kẻ mắc tội, nếu đức vua không cho kẻ ngài đã đày biệt xứ được trở về."
truh tơ char glă chơngue. Sư oei tơ ei puăn-jĭt năr. Na kơplah puăn-jĭt năr ei đei yang. Satan năm pơhlŭ. Sư. Kơplah noh. Yêsu ưh kơ đei sŏng sa ôh. Lăp truh kơ puăn-jĭt năr ei boih na. Sư pơngot.,"Suốt bốn mươi ngày,. Người được. Thánh. Thần dẫn đi trong hoang địa và chịu quỷ cám dỗ. Trong những ngày ấy,. Người không ăn gì cả, và khi hết thời gian đó, thì. Người thấy đói."
"Bơngai noh tơl:. Bơngai. Isơrael thuơ kơdâu ôn 'bơ̆t anăp kon pơlei. Philistin; kon pơlei bơ̆n thuơ tih dêh. Đơ̆ng noh, 'bar 'nu kon drŏ-nglo ih. Hopni păng. Phinêhas kư̆m lôch păng. Hom. Pơgơ̆p. Kră. Yang 'Bok. Kei-Dei đe blah iŏk bơih.","Sứ giả tiếp rằng:. Y-sơ-ra-ên đã chạy trốn trước mặt dân. Phi-li-tin; dân sự bị đại bại. Lại, hai con trai của ông, là. Hóp-ni và. Phi-nê-a, đã chết, và hòm của Đức. Chúa. Trời đã bị cướp lấy."
"Lu anih gak, lu jrang-cheng pang kodeng ktfrn lei-ldi ko adrol. Dei lu 'mang- ’mok jum dar. Kojung tor podam-jit hogat, wdl'bar-jit podam hogat.","Các phòng thị vệ, các trụ và tiền đình của cổng có cùng một kích thước như những cái trước. Cổng cũng như tiền đình đều có cửa sổ khắp chung quanh; cổng dài hai mươi lăm thước, rộng mười hai thước rưỡi."
"Pơtao. Tanak, pơtao. Mêgiđô.","vua. Tha-a-nác, vua. Mê-ghi-đô,"
Dong rdng ktf teh ttfdrd dei pla unh; m3-lei. Kr3. Yang ktfm tfh ktf oei 13m pla unh. Ddmg rdng ktf pla unh dei ntfr htfbdn ptfma htfdar.,"Sau động đất là lửa, nhưng Ðức. Chúa cũng không ở trong lửa. Sau lửa có tiếng gió hiu hiu."
"Na jô̆ gah tơdrong. Sư asong kơ lu bơngai mă. Sư 'mêm,. Sư asong ăn tơdrong jang. Sư, mơ'nah pơm jơ̆ng 'bang. Sư, mơ'nah chă pơtruh nơ̆r. Sư, mơ'nah pơm 'bok bơtho năm chă bơtho đe, mơ'nah pơm 'bok bơtho wei-lăng lu bơngai lui kơtă pơlei.","Và chính. Người đã ban ơn cho kẻ này làm. Tông Đồ, người nọ làm ngôn sứ, kẻ khác làm người loan báo. Tin. Mừng, kẻ khác nữa làm người coi sóc và dạy dỗ."
"Teh ăn kơ lu kon sâu. Arôn 'bok soi tơm pơlei. Hêbrôn, jing pơlei ôn kơ'nơp kơ lu bơngai mă pơlôch đe hơch 'bơm. Lipna;.","Người ta cấp cho con cháu thầy tế lễ. A-rôn thành. Hếp-rôn, là thành ẩn náu cho kẻ sát nhân, và đất chung quanh thành; Líp-na và đất chung quanh thành,"
Đawit khan.,Vua Ða-vít đã nói
Yesu song sa hadal ham lu berngai pohram pang. Sit.,Chuẩn bị ăn lễ. Vượt. Qua (Mt 26: 17 -19; Lc 22: 7- 13 )
Diông. Sẽn. Grẽn khan:,Sẽn. Grẽnbảo:
Elise jet stf khan.,Ông Ê-li-sa hỏi:
"Minh '.nu bơngại pơm tơmám hu, anăn sư Đêmêươs, oéi tơ. Pơlei Êphêsô. sư pơm hnam yang iẽ păng hu lei-lăi kơ hnam yạng tih; mỡn yang. Dian. sư pơm tẽch hnam ei lơ tơpă păng đei lơ jên, hăm lu bơngaíjang kơ sư sa jên kữm lơ.","Một người thợ bạc kia tên là Đê-mê-triu, vốn dùng bạc làm khám nữ-thần Đi-anh,,b) sinh nhiều lợi cho thợ làm công"
Dăm thoi yơ ơ dăm?,Sao vậy hả cháu?
sem hlum .,chim bói cá
"Ađaia, kon drồ-nglo. Jeroham; Jêrôham, kon drỗ-nglo. Phashur; Phashur, kon drồ-nglo. Malkija; Malkija, kon drỗ-nglo. Maasai; Maasai kon drồ-nglo. Ađiêl; Ađiêl kon drõ-nglo. Jasera; Jasera kon drồ-nglo. Mêsulam; Mêsulam, kon drồ-nglo. Mêsilemit; Mêsilemit, kon drõ-nglo. Immer.","A-đa_x0002_gia con của. Giơ-rô-kham, con của. Pát-khua, con của. Man-ki-gia,. Ma_x0002_xai con của. A-đi-ên, con của. Giác-dê-ra, con của. Mơ-su-lam, con của. Mơ-si-lê-mít, con của. Im-me"
"Tống tơ duă bỡn đẽch, hrũl kơ bă iẽm, thoi yơ bỡn gơh xỗ xôn.","Nếu chi có chúng ta thôi mà thiếu vắng cha lũ con, làm sao mà vui dước"
Inh ưh kơ đei layơ hiơt kơ nờr. Ih bơtho tơtă. . Yua kơ đờng lu tơdrong noh na. Ih ăn kơ inh đei arih.,"Tôi chẳng hề quên giểng-mối. Chúa,. Vì nhờ đó. Chúa làm cho tôi được sống."
"Duk đe wơ̆r tơ đak dơsi kư̆m lei-lăi. Akâu sư tih tơpă phŏ đei kial hơbŭt, bơ̆n lăng rŏ kơ kiơ̆ hloi kial, mă-lei ưh ôh, sư kư̆m kiơ kơ tơ'ngla wơ̆rsư mŏn, mă khan long wơ̆r sư iĕ.","Anh em cũng hãy nhìn xem tàu bè: dù nó có to lớn, và có bị cuồng phong đẩy mạnh thế nào đi nữa, thì cũng chỉ cần một bánh lái rất nhỏ để điều khiển theo ý của người lái."
Inh gô ră roi tơdrong. Ih tơtă 'bờt anăp lu.pơtao. ưh kơ đei mơlâu.,"Cũng sẽ nói về chứng-cớ. Chúa ưước mặt các vua,. Không phải mắc-cỡ chút nào."
pơgal 'măng.,song cửa
“tf 'ba inh ori! Cf 'ba inh crt! Gre aseh pang linh hao aseh lu de. Isorael o?i!”.,"Cha ơi! Cha ơi! Hỡi chiến xa và chiến mã của Ít-ra-en!"""
"Tơpă sư đei rơih boih adrẽch. Juđa pơgờr wei-lăng; dõng lăm adrẽch. Juda sư rơih iỗk hnam dơnỗ 'bă inh; lăm lu kon drõ-nglo 'bă inh,. Kră. Yang lăp đon rơih iồk inh, pôk inh petal pơtao kơ đĩ-đàng lu botagai ỉsơraeỉ.","Quả thật,. Người đã chọn. Giu-đa lên lãnh đạo, và trong nhà. Giu-đa, chọn nhà thân phụ ta; rồi trong các con của thân phụ ta,. Người đã ưu ái chọn ta làm vua toàn thể Ít-ra-en"
"Nam tơ kông nhâm, jur tơ dak theng.","xuống dưới nước nín, Đi lên núi khóc"
Tơdrang tơdrũng iẽr đe tơpăi.,"Trong làng, xóm này xóm kia bà con kêu ca mất ghè rượu, phàn nàn mất đồ đạc"
vât tư.,vật tư
"Bu wă jăk, jăk bẽ, anăr duh xang wă angah boih.",Ai muốn về nghỉ cứ về nghi
Yesu khan to'drap kud 3n bre sif roi ko de ra.,"Coi chừng, đừng cho ai biết! """
"Akâu bơ̆n noh wă pơtih gia kơ dôm lu bơngai mă pơgơ̆p minh jơhngơ̆m minh đon hăm. Yêsu. Krist, na rim kơ chăl noh pơgơ̆p jing minh pôm akâu bơngai đĕch.","Vậy anh em, anh em là thân thể Đức. Ki-tô, và mỗi người là một bộ phận."
"Lu iĕm 'nĕ kơsa 'nhĕm mă oei đei pham, 'nĕ kơ pơm pơjâu chă tơwir lăng tơdra.","Các ngươi chớ ăn vật chi có huyết, chớ dùng bói-khoa, chớ làm thuật-số."
phep.,phép
Yesu botho to jih dak do's! Galile dong. Dei 1O bongai to’pa akum t3p dar.,Đức. Giê-su lại bắt đầu giảng dạy ở ven. Biển. Hồ.
"PoYao khan: “Blah asong kon nge mi oei arih 'nau, minh pah in kor borngai 'nau, minh pah in kor borngai ’noh,”.","Và vua quyết định: ""Phân đứa trẻ còn sống ra làm hai, và cho mỗi người một nửa!"""
dơng hay inh bôh. Hngan.,lúc nãy tôi thấy. Hngan
plăt.,cả
"Mơ anăh minh jop, mơ anah minh ahơkă đĕch boih.",Người thì mang thịt trong cái gùi nhỏ. Người thì mang thịt trong cái gùi lớn.
Lu bơngai đơ̆ng char gah bơmơ̆t mah chrêu kơ đon tơdrong truh kơ sư lu bơngai đơ̆ng gah hơlĕch mah hli tơrơ.,"Khi thấy nó đến ngày tận số, người phương tây kinh hoàng, người phương đông sợ hãi."
"Ơ lu 'nhŏng oh inh, iĕm lui boih kơ. Kră. Yang. Yêsu. Krist,. Kră. Yang mơsêh mơyaiig lu bơ̆n, iĕm 'nĕ kơ lăng bơngai phara yua kơ sư mơdrŏng dah dơnuh hŏ.","Thưa anh em, anh em đã tin vào Đức. Giê-su. Ki-tô,. Chúa chúng ta, là. Chúa vinh quang, thì đừng đối xử thiên tư."
Nhi krao khan apinh 'Bă tơm bơ̆n 'Bok. Kei-Dei hăm. Kră. Yang bơ̆n. Yêsu. Krist wei lăng iĕm tôm tơdrong wă kơ sư ăn kơ iĕm hiôk-hian ling-lang.,"Chúc anh chị em được đầy tràn ân sủng và bình an của. Thiên. Chúa,. Cha chúng ta, và của. Chúa. Giê-su. Ki-tô."
Ơ! Rỗ kơ lu kon pơlei. Inh oei mỡng. Inh. . Rỗ kơ. Isơrael chu yak kiờ trong. Inh!,ôi! chớ chi dân ta khứng nghe ta. Chớ chi. Y-sơ-ra-ên chịu đi trong đường-lối ta!
"Kră. Yang khan kơ bơngai. Juđa păng pơlei. Jêrusalem thoi âu “Hơmet bĕ jơhngơ̆m iĕm thoi choh mir chŭn mă đêl lê̆ bri 'nĕ kơ rei, pơtăm lăm jơla.","Vì. CHÚA phán thế này với dân. Giu-đa và dân cư. Giê-ru-sa-lem “Hãy cày xới vùng đất chưa hề được cày xới, Đừng gieo giống vào giữa gai góc."
"To’drong inh nao kortdmg dong. Kra. Yang,. Stf an boih minh ’nu bomgai nam roi tobat tor jap kor teh dak: “Akum bai be wa blah stf, iung hormet ndm torblah be!","Tôi đã nghe một lời khuyên từ nơi Ðức. Chúa, và một sứ giả đã được sai đến với chư dân: ""Tập trung lại! Hãy xông vào đánh nó! Nào đứng lên giao chiến!"""
Apinh. Kră. Yang ăn kơ inh 'bar tơdrong đĕch wă kơ inh huay kơdâu ôn đơ̆ng. Ih.,"Chỉ xin. Chúa miễn cho con hai điều này thôi, và con sẽ không trốn để khỏi giáp mặt. Ngài:"
"Yuơ dâng noh, kon bơngai hơgâm truh kră noh gô lôch.","Nhưng cũng từ đấv, loài người hễ già là phải chết."
"Mă-lei tă tơ kon ih jăk tơ nai, pơhuach mŭk tơmam ih, ngôi kư̆ kă hăm lu drŏ-kăn đi, dang ei sư brŏk tơ âu, tă tơ sư dơ̆ng ih 'bet sa kon rơmo bek.","Còn thằng con của cha đó, sau khi đã nuốt hết của cải của cha với bọn điếm, nay trở về, thì cha lại giết bê béo ăn mừng!”"
"Mă- lei. Dawit blah iồk kơđông kợjăp pơlei. Siôn, noh boih pơlei Đawit.","Nhưng vua Ða-vít đã chiếm được đồn luỹ. Xi-on, đó là. Thành vua Ða-vít"
To ji khul ier ing.,Kia là đàn gà của tôi
ơ mõ! Hoai hoai.,Mọi việc chúng con nhờ thần giúp đỡ
"Bildat, bơngai. Sua, tơl khan:","Bấy giờ ông. Bin-đát, người. Su-ác, lên tiếng nói:"
"Ma de lui rtfdu dang hla ‘long wa je htflung,. Stf tfh ktf phe tuk oh;.","Người không đành bẻ gãy,"
"Pơlei tih să, kon bơngai rơơ̆k rơăk đĕch ôi.","Ngôi làng rộng lớn, dân làng ở đây đông đúc, xưa nay vẫn sống yên bình vui vẻ."
"Tơdrong yoch lu nhôn pơm rai lơ 'bơ̆t anăp. Ih. Tơdrong yoch lu nhôn roi pơdah, ayăt hăm lu nhôn. Tơdrong yoch kơnê̆ lu nhôn oei oei hăm lu nhôn, păng lu nhôn băt tơdrong yoch kơnê̆ lu nhôn.","Vì những vi phạm chúng con quá nhiều trước mặt. Ngài; Các tội lỗi chúng con làm chứng nghịch lại chúng con,. Vì các vi phạm chúng con hằng ở với chúng con,. Chúng con biết rõ các tội lỗi của mình:"
"Năm koh, năm bet tơ âu wă,.","Hãy mau đến đây mà đâm, chém."
"Đe si, de hrõk polơm băl kơtăp kon tăp kơ kơpen inh.",Bọn chấy bọn rận xúi nhau sinh sôi nảy nở đầy cả khố tôi.
"Lam khei torpoh. Ismael kon drd-Anglo. Nethania sau. Elisama adrech polao, stf minh lam lu ydng po'gorr linh potao, chong ba mojit ’nu drd-nglo nam tor. Gedalia kon drd-nglo. Ahikam tor poiei. Mispa. Korplah lu stf oei song sa hordai tor noh.","Vậy, vào tháng bảy,. Gít-ma-ên con. Nơ-than-gia, cháu Ê-li-sa-ma, thuộc hoàng tộc, một trong những quan lớn của nhà vua cùng với mười người đến gặp ông. Gơ-đan-gia ở. Mít-pa. Ðang lúc họ ăn uống với nhau ở đó, tại. Mít-pa,"
Gah kon sâu. Rêhabia đei.,"Về ông. Rơ-kháp-gia-hu: trong các con ông. Rơ-kháp-gia-hu,"
"Nhi năm tơ âu wă bơtho ăn kơ iẽm. Tơdrong .’Nao 'Lỡng. Tơdrong 'Bok. Kei-Dei pơkă kơ lu kơdră bỡn sỡ khan wă ăn. Kon sư pơgỡr bỡn, dang ei sư ăn kơ lu bờn kon sâu lu sư ’bôh tơdrong noh boih. Truh boih tơdrong noh yua kơ sư tơiung arih. Yêsu đờng lôch. 'Noh thoi đe chih lăm sờp hla bơar. Tơdrong. Hơriso,. Tơdrong. Hơri mă 'ban ’Bok. Kei-Dei khan: .‘Ih boih. Kon. Inh, đờng năr âu. Inh wă ăn kơ. Ih pơgỡr.’.","rằng Đức. Chúa. Trời bởl khiến Đức. Chúa. Jêsus sống lại thì đã làm ứngnghiệm lời hứa đó cho chúng ta là con cháu của tổ-phụ, y như đã chép trong sách. Thi-thiên đoạn thứ hai rằng:. Con là. Con ưai ta, ngày nay ta đã sanh. Con."
Dơ̆ng mĕ tơtă.,Từ lời mẹ đã dặn
"Bơ̆n athei yơ̆l môk kơlăm; 'noh wă pơtih gia kơ bơ̆n gơnang kơ 'Bok. Kei-Dei pơklaih bơ̆n đơ̆ng tơdrong yoch. Athei iŏk chĕp đao han đơ̆ng. Yang. Bơhngol 'Lơ̆ng ăn; 'noh wă pơtih gia kơ bơ̆n, athei bơ̆n iŏk nơ̆r 'Bok. Kei-Dei tơbăt ăn kơ đe.","Sau cùng, hãy đội mũ chiến là ơn cứu độ và cầm gươm của. Thần. Khí ban cho, tức là. Lời. Thiên. Chúa."
"Lu 'long hotago 15m pOgar. Kr3. Yang 'Bok. Kei-Dei ifh ko goh poting ham sif ma 'long hotago hla ie nai ku’m ifh ko dang sif, ifh ko dei 'long ayO. 13m pOgar. Kra. Yang 'Bok. Kei-Dei 'Idtag ro hotd ham sif.","Các cây hương bá trong vườn của. Thiên. Chúa không sao bằng nó, so với cành nó, các cây trắc bá cũng chẳng sánh bằng. Các cây tiêu huyền không có lá cành giống như nó. Trong vườn của. Thiên. Chúa, chẳng thứ cây nào sánh được với vẻ đẹp của nó."
atău.,ma
"Idk be 'long unh m5. Itf w3 ktf ttfkuh unh, pai 'nhem ma kli bluch, tah thim ttfmam wa 'bat pang le unh sa di ktfting.","Hãy chất đầy củi rồi nhóm lửa lên, nấu thịt cho thật nhừ, chế thêm đồ gia vị, cho xương cốt cháy tan."
"Đang kơ noh adrĕch. Sabulôn; yŏng kơdră sư Êliap, kon drŏ-nglo. Hêlôn;.","Kế đến chi-phái. Sa-bu-lôn; quan-trưởng của người. Sa-bu-lôn là Ê-li-áp, con trai của. Hê-lôn,"
Yang kefne lech jAk hloi tfh pA pefm kef befngai 'Itfp noh ptfk dtfng.,"Đức. Giê-su quát mắng tên quỷ, quỷ liền xuất, và đứa bé được khỏi ngay từ giờ đó."
inh măn kơ xe tơ agah.,tôi để xe ở ngoài
"Diông Đõk. Gle iung iồk ao lõ gơmom som lăm, găm angaih, ao dreng yang gơnoang măt anăr đei chơđon kơdủ mơlik ka druh jur suăn lei kỗ.","Diông Đõk. Gle bọc áo lố bên trong áo đen bên ngoài, áo thần màu vàng có thêu mặt trời, có vàng tai thắt lưng trông như có cá bơi lội lên xuống."
Iĕm kư̆m băt mơ̆n chă trong năm tơ anih. Inh.”.,"Và. Thầy đi đâu, thì anh em biết đường rồi.”"
"Tơdrong răm 'nâu truh hloi kơ lu bơngai. Juda yua kơ đởng nỡr. Kră. Yang tơtă wà tơhiong lễ lu sư đởng anăp. Krâ. Yang,‘yua kơ đêl tơdrong yoch. Manase, kiờ thoi tơdrong sư đei pơm,.","Ðiều ấy đã xảy ra cho. Giu-đa hoàn toàn do mệnh lệnh của Ðức. Chúa với mục đích đẩy. Giu-đa đi cho khuất nhan. Người, vì các tội vua. Mơ-na-se đã phạm, vì mọi việc vua đã làm,"
Yêsu khan kơ lu sư: “Inh rơih mơjĭt-'bar 'nu lu iĕm mă-lei minh 'nu lăm lu iĕm dang lĕ yang kơnê̆.”.,Đức. Giê-su đáp: “Chẳng phải. Thầy đã chọn anh em là. Nhóm. Mười. Hai sao? Thế mà một người trong anh em lại là quỷ!”
"Ưh kơ đunh ki iĕm 'nao tơbral pơm tơdrong trŏ 'bơ̆t anăp. Inh, lu iĕm kư̆m đei tơbăt ăn kơ rim 'nu athei ăn kơ 'nhŏng oh bơ̆n đêl pơm đĭch rơngei. Lu iĕm đei boih nơ̆r pơgơ̆p 'bơ̆t anăp. Inh lăm hnam krao anăn. Inh.","Nhưng mới đây các ngươi đã ăn năn và làm một điều đúng trước mặt. Ta, đó là công bố phóng thích các nô lệ của mình. Các ngươi đã lập một giao ước trước mặt. Ta trong nhà được gọi bằng danh. Ta"
"Na puăn ’nu bơngai. Lewi pơm yỗng wei- làng lu bơngai gak wei 'măng jang lu sưjao ăn tơdrong jang, păng vvei-lăng lăm lu anih pãng lu anih tah tơmam lăm anỉh akũm. Kră. Yang 'Bok. Kei-Dei.",vì có bốn người cai cửa thường trực; họ đều là những thầy. Lê-vi được chỉ định trông coi các phòng ốc và các kho bạc. Nhà. Thiên. Chúa
Botho ko lu su' pom kid' tom - to’drong. Inh dei poka ko lu iem.,dạy bảo họ tuân giữ mọi điều. Thầy đã truyền cho anh em.
Bĩ đei ôh.,"Thôi, các anh nghỉ đi"
Kăl kơ inh hăt hot biờ đẽch lei phõ pờk bơlêng ak hloi dah mă pỡk sơklũk jỡ minh tơdrong trăp trĩn hloh.,Chỉ cần tôi vội vàng một tí là có thể ngã bật ngửa hoặc ngã sấp mặt xuống một sự thực nghiệt ngã hơn
"Bơngai hơgei chrih kơ đon bơngai oei mơ̆ng. Thoi gŏp maih, tơmam đe pơguăng păng maih ling.","Ðối với kẻ biết nghe, lời trách cứ của người khôn tựa nhẫn vàng hay kiềng vàng hảo hạng."
'yŏk.,quả
Mă ih krao apinh dŏng pơklaih kư̆m ưh kơ klaih đơ̆ng pơmat. Dôm tơdrong pran kơtang gơh kĕ ih. Kŭm ưh kơ gơh dŏng pơklaih ih.,"Kẻ giàu người nghèo, kẻ mạnh người yếu, ông hãy xử như nhau."
mặt ‘năr tơmưt.,ánh sáng
"Thoi noh. Inh kư̆m pơm plơ̆ kơ lu sư, ba lu sư tơ dêh char lu bơngai ayăt ko lu sư,' tơdah jơhngơ̆m lu sư ưh kơ chu kăt tơdra akar, băt chu tơjur akâu lu sư kơdih tơ ala păng chu iŏk tơdrong bơtho pơjĭ yua tơdrong yoch lu sư.","đến đỗi ta cũng chống trả lại, dẫn họ vào xử kẻ thù-nghịch. Bấy giờ nếu lòng không chịu cắt-bì của họ sẽ tự hạ mình xuống, và sẽ phục điều sửa-phạt về gian-ác mình,"
"Mõ dưng la, mõ ah, ba hơdroi tơklah dih băl.",Con gái à
Lờm lu bơngai năm pũ anhẽm đei duch. BDên hrăn kơ hiẽk.,"Trong sô""những người tới gùi thịt có cô. BDên hay cười"
"Kơplah. Inh oei hiôk-hian,. Sư teh pơchah inh,. Sư rôp hơko inh klơ̆m inh pơchah hĕch hoch dan lê̆ inh pơm tơ̆r wă prah pơđam.","Tôi đang sống yên ổn thì. Người đánh tôi, nắm lấy gáy tôi mà bẻ gãy, rồi dựng tôi lên làm bia mà bắn:"
năr âu hi xoh miuh.,Hôm nay họ đốt rẫy
Duch nŏh lơng dơ̆ng gơ̆h dơ̆ng.,Cô ấy vừa đẹp người vừa đẹp nết
Con. Iĕr 'nŏh iĕr tơ mông.,Con kia là con trống
"Nẽ pă jĩ đon, nẽ pă sơ angon tơdrong ki kiơ oh.",Lũ con hãy về làng nói với họ tất cả những điều ta vừa nói
Inh gô pơyỡr tơmam soi bơnè kơ. Ih. Kră. Yang. . Păng krao apinh hâm anản. Krù. Yang.,"Tôi sẽ dâng của-lễ thù-ân cho. Chúa,. Và cầu-khẩn danh Đức. Giê-hô-va."
Pơgră yang kiơ dêh char war iẽm anhõng ai xỗ rỗ tơpă.,"Đi mua bán hả, hay là đi kiếm ăn"
Ih 'nĕ kơ lê̆ minh 'nu drŏ-kăn pơjâu arih ôh.,Ngươi chớ để các đồng-cốt sống.
kriêm.,kriem
"Jêrêmi oei tam mă drơ̆ng. Nebusaradan khan dơ̆ng: “Dah ih wă brŏk oei hơdai hăm. Gêđalia kon drŏ-nglo. Ahikam sâu. Saphan bơngai mă pơtao. Babilôn pôk sư pơm yŏng lu pơlei lăm dêh char. Juđa, oei hơdai bĕ hăm lu kon pơlei, dah wă năm oei tơ yơ, ih kư̆ năm tơ noh.” Đơ̆ng noh 'bok yŏng linh ăn kơ sư tơmam lăng jơ̆ng ti tơmam sa na lê̆ sư yak năm.","Nếu ông quyết định ở lại, ông nên trở về với. Ghê-đa-li-a con của. A-hi-cam con của. Sa-phan, người được vua. Ba-by-lôn lập làm tổng trấn các thành ở. Giu-đa. Hãy ở với ông ấy giữa dân tộc ông, hay đi đến bất cứ nơi nào ông thích. Vậy quan chỉ huy quân thị vệ cung cấp lương thực cho ông và tặng quà cho ông, rồi để ông đi."
loa ken.,loa kèn
thu thanh.,thu thanh
Na dang ei ih athei bơngai jang kơ ih năm tở. Pơlei. Japa krao minh 'nu bơngai anăn sư. Pêtrôs.,"Vậy, bây giờ hãy sai người đến thành. Giốp-bê, mời. Si-môn nào đó, cũng gọi là. Phi-e-rơ."
ngơ̆n.,ngân
Inh kữm gô tơchẽng kơ dôm.tơdrong. Ih pơm boih. . Păng oei tơchẽng kơ lu tơdrong jang hlĩch. Ih noh.,"Cũng sẽ ngẫm-nghĩ về mọi công- tác. Chúa,. Suy-gẫm những việc làm cùa. Ngài"
Bơ̆n ji bôl juăt xo.,Chúng ta là bạn cũ
"Lu kon pơlei. Bethel đei wơh bre. Sareser hăm. Rêgêmalek hăm lu bơngai kiờ wà apinh tơdrong mơnat đờng. Kră. Yang,.","Ông. Bết Ên đã phái ông. Xa-re-xe, ông. Re-ghem. Me-léc và các người của mình đến làm cho nét mặt Ðức. Chúa dịu lại."
"Truh kơ năr 'bet pơlôch băl tih, kơplah noh lu kơđông tih kơjăp pơchah, tơ rim kông kơjung rim groi gô đei lu glung đak ro.","Trong ngày đại tàn sát, khi các ngọn tháp đổ nhào, trên mọi núi và mọi đồi cao, sẽ có những khe suối và dòng nước chảy."
"sư ăn ’mi prẽl, tơplih kơ đak ’mi păng ăn kơmlat tơ jờp kơ char.noh,.","Thay vì mưa,. Ngài giáng mưa đá,. Và lửa ngọn trong cả xứ.e"
"Hăp mah lôch lei tơdrong ưh kơ bônh ôh, inh khan.","Nó mà chết thì chuyện không đơn giản đâu, tôi nói"
"Na,. Kơplah lu 'nhõng sư tuh 'ba đờng 'bi sư kơdih kơdih, na 'bỡt 'bỡr ‘bi, rim 'nu jên oei oei ngăl tơ rim 'bi lu. SƯ; 'bă sư hăm lu 'nhõng oh sư 'bôh jên oei đei, na hli dêh.","Khi họ đổ bao ra, thì mỗi người thấy trong bao có túi bạc của mình. Thấy những túi bạc, họ và cha họ phát sợ."
Inh ruôt 'bal bơlưk pêng abơ̆u hăm khĭ?,Ba ngàn hai nải được không?
mă.,thứ
"Yua kơ đei bơngai jang yua tơdrong gơh hơgei, hlôh wao jơhngơ̆m pran pơm pơjing lê̆, đơ̆ng noh wă pơsư̆ mŭk tơmam ăn kơ lu bơngai mă ưh kơ đei jang gleh hrat kiơ, noh kư̆m tơdrong kơ đei păng minh tơdrong klai tơpă.","Quả thế, có người đã đem hết khôn ngoan và hiểu biết mà làm việc vất vả mới thành công, rồi lại phải trao sự nghiệp của mình cho một người đã không vất vả gì hết. Ðiều ấy cũng chỉ là phù vân và lại là đại hoạ."
Năng ho lĩng. Giông.,Pơlao. Chuơh. Dreng nói với. Giông:
"Lu sư khan kơ lu bơngai đei tơdrong tơ'bôh: “'Nĕ pă 'bôh;” khan kơ lu bơngai khan lê̆ adrol: “'Nĕ pă khan lê̆ adrol kơ lu nhôn gah tơdrong sĭt. Pơma roi bĕ kơ lu nhôn tơdrong nhôn lăp đon chơt, roi bĕ kơ lu nhôn tơdrong 'bôh ưh kơ đei tơpă.","Chúng bảo các thầy chiêm: ""Ðừng chiêm ngưỡng nữa"", bảo các thầy thị kiến: ""Ðừng nói cho chúng tôi những điều chân thật thấy trong thị kiến; hãy nói cho chúng tôi những chuyện bùi tai, hãy kể cho chúng tôi những điều huyền hoặc thấy trong thị kiến."
Na đe ei pơm hiĕk kơ. Sư yua kơ lu sư băt nhên kơ bơngai noh lôch tơpă boih.,"Họ chế nhạo. Người, vì biết nó đã chết."
chiêm .,chêm
Tơdrong. Kră. Yang. Tĩok. Kei-Deì pơklaih lu bơngai. Isơrael đỡng char Êyiptơ.,Sự Đửc. Chúa. Trởi giảỉ-cứu. Y-sơ-ra-ên khỏi Ê-díp-tô
"Đỡng noh, inh ngơk muh mặt, inh lăng, 'bôh đei puăn tồ hơke.","Tôi ngước mắt nhìn và thấy một thị kiến. Ðây, có bốn cái sừng."
hla ar mĕ nhong ăn kơing rơng rŏ jat.,Quyển sách mà anh cho tôi rất hay
me inh nao ăn kơ inh ao mau bôk.,mẹ tôi mới cho tôi áo màu xám
Dôm tơdrong anoh dang ei tơplờ hơlỡk mall truh kơ răm băm thoi âu?,"Mọi điều giờ đây đảo ngược đến khủng khiếp thê"" này?"
Thoi noh boih na 'bar 'nu boYigai pohram ping. Stf ei nam tef. Pcflei. Jerusalem 'boh topi dom to’drong. Yesu po’ki noh hei. . Na bre stf hoYnet le tefmam sdng sa ko’. Nir. Giing. Nim. Brih to’ ei hloi.,"Hai môn đệ ra đi. Vào đến thành, các ông thấy mọi sự y như. Người đã nói. Và các ông dọn tiệc. Vượt. Qua."
kang.,cằm
