Bahnaric,Vietnamese
pơ'nhip pơ'nhap,làm sơ sài
pơ'nhong,trang điểm thái quá
pơ'nhăk,hướng dẫn
kian,đuôi
pơ'nă,trò cười
pơ'nũk,thúc giục
pơ'nỡm,ấp trứng
pơ'yŭ,dọa
pơat,đám hỏi
pơblep,quá tải
pơblêh,hay hờn dỗi
pơblĕnh,liều lĩnh
pơblĕp,huyên thuyên
pơbral,hối cải
pơbrăm,trong nhiều ngày
pơbăt,yêu thương
pơbŏk,đánh máy chữ
pơchah,vỡ
pơchiêt,len
pơde,làm biếng
pơdeh,loại song mây
pơdeng pơdăp,ồn ào náo nhiệt
pơdi,nuôi nấng
pơdiau,dựng đứng tai
pơdir,dính liền nhau
pơdoh,cái nôi
pơdong,lì
pơdra,giàu dây leo
pơdral,cây lau
pơdran,biển giới
pơdrang,bộ lạc chàm
pơdreh,trảy lá trên cây
pơdrek,ruột đắng thú vật
pơdreng,nhuộm vàng
pơdreu,trả lại
pơdruh,vi chuẩn cây bệnh kiết lỵ
pơdrun,gây lộn xộn
pơdrung,ống nứa
pơdrup,cố gắng dạn dĩ
pơdrăm,ở trong kén
pơdrĕch,miếng thịt cắt nhỏ khoảng
pơdrĭk pơdăk,tiếng thình thịch 
pơdrơ̆ng,báo tin
pơdrưh,điềm báo
pơdua,xui xẻo 
pơdui,kéo co
pơduĕnh,làm quay tròn
pơduĭnh,quay quanh
pơdwal,oai
pơdê,chế nhạo
pơdêt,một giống lúa
pơdô,an ủi
pơdông,nhịn nhục
pơdô̆,lặng thinh
pơdăh hnam,đầu hồi nhà
pơdăng,vặt
kơtăp,dương
pơdŏl,đỡ lên
pơdŭk pơdăk,tiếng đánh lộn rầm rầm
pơdŭng,kéo căng
pơdơ̆l,nài nỉ
pơdơ̆ng,đựng lên
pơdơ̆r,ói
pơdơ̆t,cản trở
pơdư,trốn biệt
pơeh,sưng
pơga,vườn nhỏ
pơgal,song
pơgao gŏ,đá làm chân để bắc nồi
pơgap,kẹp lại
pơgey,làm chứng
pơgia,làm sơ sài 
'bă 'băn,dượng
pơgiang,trì hoãn
pơgit,dạy dỗ
pơgiơ̆ng,sinh ra
pơglang,chữ thập
pơglao,mắt dớn dát sợ
pơgleh,gây mệt nhọc
pơgleng,bối rối
pơgloh,làm cho hết sạch
pơglăk pơglôn,chỉ trố mắt nhìn nhau khiếp sợ
pơglĕch,dùng mưu để lừa
pơglơh,sâp đổ
pơglơi,thả bơi
pơglơ̆k,gây chết đuối
pơglơ̆m,nói et
pơgrak,tiếng nước sôi
pơgrep,chỉ một người hay vật ốm yếu
pơgring pơgrang,"tiếng ""leng keng"" của lục lạc"
pơgrop,ghép lại
pơgrông,than khóc
pơgrăk pơgrep,hai người
pơgrăm,vã
pơgrăng,gắng sức
pơgrăt,làm sượng sùng
pơgrŏl,sấp mình
pơgrŏng,mất dạy
pơgrŭk pơgrăk,tiếng rầm rầm
pơgrŭn,lên cơn
pơgrơ̆m,cãi
pơgrơ̆m pơgrăm,tiếng cãi vã rầm rầm
pơguĕl,đòi cho bằng được
pơgăl,xứng đáng
pơgăm,chuột đen
pơgăn,chẹn
pơgăp,cắp đôi
pơgăr,làm chắc hạt
'beng,đường
pơgĕch,tranh thủ
pơgĕn,đè đẹp lẫn nhau
pơgĭt,coi trọng
pơgŏ,ép uống rượu
pơgŭm,giúp đỡ lẫn nhau
pơgơn,trộn thêm
pơgơng,các chức sắc trong làng
pơgơr,làm điệu
pơgơ̆m,đàn áp
pơgơ̆p,góp phần
pơh'ngial,thoắt
pơhach,làm tan
pơhal,khó khăn
pơham,cây chay
pơhan,làm sắc bén
pơhang,làm đau lòng
pơhau,làm nản lòng
pơhek,xé chia cho nhau
pơhiah,làm rách
pơhiang,càng ngày càng suy nhược
pơhiar,trải ra
pơhiôk,làm cho dễ dàng
pơhiăng,làm cực lòng
pơhiĕm,cho ăn
pơhiơk,giảm bớt công việc
pơhiơt,làm quên lãng
pơhiơ̆,giải trí
pơhlah,làm tách đôi
pơhlah jơ̆ng,kẽ ngắn tay
pơhle,chọc chơi
pơhleh hloh,đi không gặp nhau
pơhlit,gây hoang mang
pơhlom,có lẽ
pơhlot,bán cho hết
pơhlum,giả
pơhlôh,chọc thủng
pơhlăng,lọc
pơhlơp,làm kín đáo
pơhmoi,làm cho kêu
pơhngiôm,lấy sương
pơhngăm,làm cho nặng
pơhnhơ̆m,giải tội
pơhoch,dẫn nước vào
pơhon,bịa chuyện
pơhong,làm sứt mẻ
pơhoăng,thả xuống
pơhrah,gây đói kém
pơhram,làm rỉ nước
pơhrat,làm khổ sở
pơhrong,giữ gìn nguyên vẹn
pơhruh,bắt đền
pơhrui,đi săn có dẫn theo chó
pơhrăl,làm mất ngủ
pơhrăn,can
pơhrăp,làm thoả mãn
pơhrăt,gây trở ngại
pơhrĕl,diệt sạch
pơhrĕng,phơi khô
pơhrŏk,làm tăng sức mạnh
pơhrŭ,bắt vạ
pơhrơ̆,làm cạn nước
pơhrơ̆ng,làm ồn ào
pơhrơ̆p,mặc cho
pơhrưng dĩh bơ̆l,nhường nhịn
pơhuit,làm chóng mặt
pơhuơl,ở không
pơhyiu,làm trôi
pơhôch,nhân vật hoang đường
pơhôp,kiêu ngạo
pơhăk,làm ói mửa
pơhăng,trái ớt
pơhăt,quan trọng hóa
pơhĕch,làm nát vụn
pơhĕl,gây buồn phiên
pơhŏnh,làm héo
pơhŭm,tắm cho
pơhơ,làm nhẹ bớt
pơhơi,lơ là
pơhơk,lưỡi gà trong cổ họng
pơhơ̆k,làm vui lòng
pơhơ̆l,nóng nực
pơhơ̆t,ngộp thở
pơhư,hư
pơhưch,làm sảng khoái
pơjil,húc nhau
pơjo,làm cho què
pơjoh,đá nhau
pơjrah,tham lam
pơjrak,chặn lại
pơjuô̆ pơđep,nạt
pơjô,làm héo úa
trong tĩh,đường cái
pơjô̆,cây rui
pơjăm,không có bao nhiêu
pơjăng,chống đối
pơjĕ,làm cho gần lại
pơjĭ,đánh đòn
pơjĭl,chọi
pơjĭldih,húc
pơjơ̆l,làm phiền
kơduang,đường cong
trôm sơ lu`ng,đường hầm
trong chem chom,đường hẻm
trong kơ long,đường lối
pơkep,ép
pơkhô,sấy
pơkiu,làm nũng
pơkren,rủa nhau bị cùi hủi
pơkro,làm cho khô
pơkroch,ốm teo
pơkrê,làm sợ hãi
pơkrôp,ôm nhau
pơkrăl,làm đông
pơkrăm,làm chim
pơkrơt,làm mắc cỡ
pơkrẽnh,làm cho khô ráo
pơkrỡng,vây giữ con vật ở một chỗ
pơkrứp,ra oai
pơkuh, nằm đầu
pơkut,giỗ đan bằng tre
pơkuê̆ pơkuă,ẩu
trong năm bơ ngia,đường mòn
pơkă,dặn
pơkũp,tựa đầu vào
pơkưh,giao phó hết của cải 
pơl,hói
trong hling pet,đường nhựa
trong mam trong xe treng,đường sắt
pơlah,gạo tấm
pơlao,bãi cát
pơlap,làm uống công
pơlat,làm mỏng lại
pơlau,vô sinh
pơle,cây le 
trong 'dak trong duk,đường thủy
pơleu,chim chào mào
pơling,liên vùng
pơliêu,chào mào
pơliẽng,rê lúa
pơloi pơloi,tiếng chê chỉ thái quá 
pơloih,cho trọc
pơlom,loại mốì trắng
pơlui,phỉnh gạt
lo,dương vật
pơlum,một loại nấm
pơluôch,giết
pơluờ,nịnh hót
pơluờk pơluổl,phát âm không rõ
pơluỡn,bắt nuốt
pơlâu,lá trầu
pơlêch,cho ra
pơlêh,uống rượu mừng 
pơlêng,đặt ngửa
jüng,đường vòng
pơlìĩt,cúcbâm
pơlô,không lãi
pơlôih,cho sạch
pơlõng hoh,thấy gì xin nấy
tơdrong 'blok hơdrơr,duy vật lịch sử
pơlăk,cằn
pơlăm,chim rau rất
pơlăp,làm hai lòng
pơlăt,cho lội qua
pơlđi,chia cho mình phần hơn
ĕch,é
kơdỡ,e lệ
pơlũk,ăn quá độ
pơlơk,xem xét kỹ
pơlẽm,thiêu
pơlẽng,hoàn tất
pơlẽngjep,chảng hảng
pơlễ,mủi
pơlốm,ăn bắp
kưt keng,ếch
pơlỡng,cải thiện
pơm sơ̆i,xây
pơm ăn đe 'yŏk 'boi,làm gương
pơman jĭ,làm cho đau
pơmang,cây trái trắng
pơmil,làm cho giận
pơmot,bỏ đói
pơmun,làm tóc
pơmă,một chút xíu
pơmăk,thấy kệ
pơmăm,ướt muối cá làm mắm
pơmũt,cho vào
pơmổm,cho bú
pơmỡm,đầy ngang mặt
pơn,băng bó
ŏh,em
pơnai,đũa bếp
pơnam inh,phủ nhận
pơnan,cây dứa rừng 
pơnat,sắc bén
pơne,vừa đủ
oh dră kăn,em gái
pơng long klong,đóng nêm
pơng lơng,con bọ rầy
pơnga,một kiểu hoa văn
pơngach,làm nguội
nhô,em rể
pơngang,kiến nhọt
pơngar,thổi than cho hừng lên
pơnge,nhỏng nhẽo
pơngeh,hứa suông
pơnglon,trố mắt nhìn giận dữ
pơngo,bắt ai đứng chờ 
pơngok,đổ nước
pơngua,làm cho thuần
pơnguan,tập cho biết vâng lời
pơngôi,dỗ bằng đồ chơi 
oh pôm mĕ 'bă,em ruột
pơngăl,cây laá tấm
pơngũr,nung đỏ bắt
oh drŏ nglo,em trai
pơngơk,ngước đầu lên
pơnhah,say mă
pơnhen,chúng mình
pơnheo pơnhăp,chỉ tiếng chim hót líu lo
ga u`nh,ga
pơnhrong,một tấm khăn
pơnhuôi,con trút
'ier,gà
pơnhẽch,tránh qua một bên
pơniet,chen chúc
pơnong,bộ lạc pơnong
pơnuk,bãi sình lầy voi
pơnung,vũng
pơnung kiẽk,bọ ngựa 
pơnunh,cây hoa cà
pơnuổt,tả lót
pơnên,cái nhau
pơnăk,cây nẹp tranh
pơnăt,cánh mũi tên
pơnũng,cái đục
pơnẽnh,bật bông
pơnổ,vàng nguyên chất
pơnỡk,sào
pơnỡt,bờ cát
pơp,tiếng bốp bốp
pơpel,mằn
pơphoih,làm cho luông công
pơpik,quét vôi
pơpiăk,lội
pơplach,nói dối
pơplỡ,bươi
pơpraih,thanh minh
pơprang,nói rõ ràng
pơpray,lăng chạ
pơprẽp,bặm môi tỏ ý không hài lòng
pơprổn,làm cho dạn dĩ
pơpung,đầm mình trong bùn
pơpêt,tiếng chiêng giữ nhịp
pơpôk,phong chức
pơpông,nở ra
pơpăk,tiết
pơpăng,nghe ngóng
pơpũi,ru ngủ
pơpơk,làm ngã
pơpơm,giả bộ
pơpơm jĭ,giả vờ đau
pơpơm loeh,giả vờ chết
pơpơm tep,giả vờ ngủ
pơpẽnh,giãy giụa
pơpỡr,làm bay đi
pơra,đóng góp
pơrang,soi sáng
râng,gã
pơranh,ỏng
pơre,bất và
pơreng,lo  trước
pơri,ép sát lại gần nhau
pơring,vừa tầm khoảng cách bằng cầm tay nhau
ie`r chơ choh,gà chọi
pơro,ủ cho lên đen 
pơrrnn,đẻ chung một ổ
pơrìm,chia đủ cho từng người
pơrô,trang hoang
pơrônh,nhem thèm
pơrŏ,trang trí
pơrũng,phá thai 
pơrơih,kén ăn
pơrơngei,giải phóng
pơrỡm,giết vật 
chang kri,gà đá
pơsel yang yai,én
pơsiêm,bón
iĕr hơ kăn,gà mái
pơsum,hâu
pơsuât,chắn lại
pơsâu,ốc suối
thum,gà nước
pơt,pă
'yĕr bri,gà rừng
iĕr  tơ mông,gà trống
pơte,nhát đau
pơtho,bơtho
pơtih,pơkao
pơtil,chứng minh
pơtir,và nhíp lại
pơtit,bị chai
pơtoch,đàn hồi
pơtoi,tiếp tục
pơtok,dẫn qua
pơtol,làm cho đui mù
pơtom,nảy
pơtop,nẹp lại
pơtrok,vá chỗ bị rách
pơtrăl,làm tỉnh thức
pơtu,đội cho
pơtuah,gièm pha
pơtual,làm hề
pơtuch,pha
pơtui,cỏ chửa bệnh
pơtuih,rẫy đã phát xong
pơtum,khối u dưới da
pơtuôch,nhọt
pơtuổl,ổ mối
pơtêng,nghinh
pơtôch,kết thúc
pơtôh,làm nổ
pơtôi,đặt lên vai
pơtôk,phỏng
pơtông,trương
pơtăl,thay thế tổng
pơtăng,làm cho đắng
pơtăp,dặn dò
pơtŏ,hâm
pơtŏk,bị bỏng
pơtũch,xúi giục
pơtơl,lên cơn  
gach,gạch
pơtơng,viễn thị
pơtơnh,hước
pơtơ̆p,bày
pơtẽ,quan hệ tình dục
pơtẽng,một ngọt
pơtẽnh,hối thúc
pơtẽp,sát gần
pơtổt,chắn lại đi
pơtỗ,làm phấn khởi
pơtỡng 'dak,chặn nước lại
pơtữl,làm cho tà
pơu brẽk,tung tàn lửa lên
pơu pao,tiếng nổ lốp đốp của lồ ô
gat gah ala,gạch dưới
pơvvil,làm không nhận ra
pơvvẽch,rẽ sang đường
pơvvẽch măt,diễn xiếc 
chơla,gai
pơwao,giải thích rõ
pơwat,vạch rộng ra
pơweh,nói cạnh
pơwih,lải
pơwing,làm nước đứng yên
pơwơch,làm nhớ nhung
pơwẽ,làm cong
pơwỉt,cứ vòng lại chỗ cũ
pơwỡr,làm cho quay
pơxa,thanh giật để chỉ khít lại với nhau khi dệt vải
pơxak,bị sướt
pơxang,thức hiện
pơxao,hợp
pơxap,làm lạt
pơxem,cây bứa lá nhỏ
pơxin,làm cho chín
pơxir,làm cho kín lại
drăkan,gái
pơxoai,làm cho mê muội
pơxoch,phong phụ
pơxre,làm cho mắc nợ
pơxrep,họp mặt
pơxroi,trả góp
pơxruh,cắt bớt
pơxrôp,ăn mặc đẹp
pơxrăp,làm cho thỏa mãn
pơxrơ,làm cản trở
pơxrẽng,phơi khô ráo
pơxrổp,mặc quần áo cho
pơxrở,làm cho cạn
pơxrỡng,gây ồn ào
pơxur,thúc đẩy
pơxuỡt pơxuăt,đi đi lại lại  
pơxô,ưh tiên
pơxõ,khuyên thích
pơxă,làm cho rộng thêm
pơxăn,làm cho nát vừa
pơxăr,vu oan
pơxũt,tự hạ
pơxơr,làm ghê tởm
pơxẽm,đút cho ăn
pơxẽnh,gây chuyện
pơxền,xích lại gần
pơxổn,kiên troì cháu đựng
pơxỗ,làm cho sạch
pơxữ,di lại của cải thừa kế
pơya,dưa leo
pơyah,ghê tởm
gam,gam
ôr tơ ke`ch,gầm thét
pơyat,bạnh
pơyoch,làm cho người khác vi phạm
pơyom,bắt phải để
khin,gan
pơyong,tặng cho nhau
pơyuh,nấu sôi
pơyuơ,làm cho có ích
pơyêr,gây nguy hiểm
pơyôn,ngất đi
pơyăm,giảm bớt
pơyũm,nói tóm lại
pơyũp,kết hợp
pơyưp,che rợp
pơyẽ,làm nhỏ lại
pơyẽng,phải làm
pơyỡng,tiễu tiện
pơíik,trêu ghẹo
pơđep,bắt buộc
pơđêch,cố
pơđôr,phình ra
pơđơng,cuốn trôi
pơ̆n,dám
pơ̆ng kơ đinh,đóng đinh
pơ’lũt,nài ép
pơ’nhô,ưu đãi
pổỉ,bớt đen trên da
pờ,năn nỉ
pỡr yỡr,chạy một mạch
pợtrêu pơtrao,thưa  
pụh,rẫy cũ
pữlpăl,rối chằng chịt 
quy,quy
radê,dân tộc ê đê 
rah,mổ bụng
rah kơ,trả dần
rah rỉng,theo nhịp điệu 
huan,gân
hơđa,gang
tơ̆t,găng
chơđa,gang tay
rang ja,cây sa nhân
rang reh,lỗ nhỏ chưa ở vách
rang rẽl,cây đậu khấn
rang trol,hoa bằng lăng
rang ẽch,bông hoa chuối bằng le
ranh,căng sữa
rao,thông báo
rd'ding rd'dang,tiếng rầm vật lớn đổ ngã
rd'dut rơ'đat,lúc nha lúc nhúc
rd'mei,rách rưới
rd'müt,bậm
rd'nhai,tươm
rd'nhih,nhầy nhụa
tơ̆t ti,găng tay
rech,chim sẻ
tuh,gạo
rel,cắt sát đất
khĭng khŭng,gàu
reng deng,tiếng làng keng
rero,do dự
rerẽk,đen thui
ret,chặt khác
chơ gâu,gấu
reu,không con đối
rey,trắc nết
ri rach,ngày xữa ngày xưa
rih,dụ
rih rih,run lập cập
rim,các
ring khing rang khang,ào ào
ring rung,chim biồ chào hót báo điểm xấu
ring rông,rất cạp năng  
ring răk,giúp đỡ dẫn nhau
rip,kêu kéo đòi ăn
roch,móc ruột
roh,một cây
roih,chọe
roih tơtoih,đất cứng ngắc
hơmt,gay
rtf,tiếng nhắc êm dịu
rtf'boch,tụm lại
rtf'joh,tèm lem
'long jra,gậy
rtfwang,ống đựng tên
rtfwet,thai chết trong bụng mẹ
rtfwin,xanh um
rtôp,vây
rui ra,anh em thông gia
ruih,lấy ra
ruih rang,mửa lâm râm
rum,làm lẽ
ruri,lật đật
ruyông,phất
ruôh,tháo
ruô̆,siết
râu,tránh móc
rêk,kiến bò nhiều trên đường
rôh,làm lúa sớm
rôih,con voi
rôm,gầm nhà sần
gen,gen
rông,hỏa
bũng bung,ghè
rông jông,rông
rôp 'yŏk,chộp
dang dŏ,ghế
rõk rõn,một loại cây thường nấu cháu heo
rõm,cặp sừng 
rõn rõn,tiếng xe nổ giòn giã
rùk khũk,chan
ră rël,đầu bạc răng long  
răm,hư hại
răm 'băm,khổ thân  ƀôh
răm leh,khan khổ
răn,ngớt
răng,chết khô
rđlũk,ttụ chính của cây nêu
rđmet,sửa đoạn
rĕnh rê̆,liền
rĭt,côi
rŏ,trí
rũk,lật
rũng dũng,tiếng cây to đổ
rũng khũng,tiếng lăn lăn hòm
rơ duk,điên
rơ heng,im
rơ mo hơ kăn,bò cái
rơ mo tơ no,bò đực
rơ na,rêu
rơ neh,đẻ
rơ pao,vo
pơrang chŭ,ghẻ
rơ'bũch,tập một chỗ
rơ'bũng,da nhiễm trùng
rơ'bơh,vụng về
rơ'bễ,hay khóc
rơ'bỗng,mau bể
rơ'dũk rơ'dăk,tiếng chân chạy rầm rầm trên sân nhà
rơ'jo,bại liệt
rơ'leng,rớt xuống
rơ'lêp rơ'lap,mặt dẹp  
rơ'nhei,rách tươm
rơ'nhut rơ'nhat,vừa kéo vừa giật
rơ'nhăk rtf'nhën,nắm tay nhau
rơ'nẽnh,tay máy
rơba,ướp
rơbiín,kẽm gai
rơblă rơblũm,khuôn mặt bầu bỉnh và đẹp
rơblũm,rơblũm
rơblễ,rơblă
kơrĕt,ghẻ lở
rơbom,đập giập
rơbong,mương nước
rơbâu,ngàn
rơbăn,đường trang trí trên ge
rơbăng,cái cũi nhốt tù binh
rơbư rơbơ,cây lấy lá trị đau răng
rơbẽk,tả
rơbổp,ê
rơchak,rõ ràng mạnh lạc
rơchũk rơchăk,chen lấn nhau giành
rơchỡk rơchăk,nhiều dấu chân chồng chéo lên nhau
rơcứng,sườn đồi
rơdang,phới
rơdeng rơdong,tiếng rổn rang
rơding rơdang,tiếng chân chạy rầm rầm trên sàn nhà
ung,gia
rơdu,chùng
rơdê,căng sữa 
rơdô rơda,thõng xuống
rơdôp,từ đầu đến chân
rơdăk,mỗi người một việc
rơdũk rơdăk,tiếng trái cây rơi bịch
rơdũk rơđăk,người hay vật chết dịch liên tiếp
rơdố,đi đôi
rơga,đối đá
rơgah,mỗi
rơgeh,sai trái
rơgep,gắp cho nhau
rơgi,níu kéo dẫn nhau
rơgo,nhuốm
rơgôn,cột dính lại với nhau
rơgôn rơgan,nhiều người đè lên nhau
rơgăk rơgong,xứng đôi vừa lứa
rơgĩil rơglăl,nốt nổi trên da
rơgơi,thông minh
rơgẽk,có đuôi dài
rơgẽn,ôm nhau vật lộn
rơgổp,hang lớn
rơh,chọn
rơh rơnh,cầm giác ớn lạnh trước khi đau
rơhal,niềm nở
rơhau,xong xuôi
rơhel,làm mãi không xong
rơheng,im lặng
rơhiak,mỏng tanh
rơhing,chỉ than hồng
rơhiỡl rơhiăl,thịt nhiều mỡ
rơhlơk,phâ't
rơhnhă,nô
rơhnhăp,nức
rơhoch,buột miệng nói 
rơhoh,nhà bỏ trống
rơhok,chỉ lỗ sâu và nhỏ
rơhong,chưng cách thủy
jă,giá
rơhrũk rơhrăk,tiếng người hay vật chạy thình thịch
rơhrố rơhră,tiếng lửa cháy rào rào
rơhu,thèm ăn 
rơhui,dềnh
rơhuăk rơhueo,chỉ lổ nhỏ li ti
rơhuẽ,tuyệt
rơhuẽn,lúa gơn sóng trước gió
rơhuỡk,dành dàng
rơhêm,đỏ rực
rơhô,sún răng
rơhôh,mở to 
rơhôk,rỗng không
rơhõi,lộ hàm răng đẹp
rơhă,vui tính
rơhău,xui
rơhơi,lơi lỏng
rơhơk,hêch
rơhẽm,đỏ chót
rơhẽnh kơne xa 'bum 'bỉang,để lại vết cắn  pơhăng kơne xa bum ơlơnga chuột ăn củ mì còn để lại vết răng
rơih,chọn 
rơiik,cặm cụi
rơiư,cây lá chửa đau răng 
rơjei,cỏ mật
rơjim,mưa bão kéo dài
rơjong,khánh kiệt
rơjuên,chằn
rơjuơ rtfjua,xõa
rơjơy,qur dùi
rơkak rơkẽch,tiếng chó cắn nhau ăng ẳng
rơkhau,ráo
rơkheu rơkhẽch,nhánh cây nhỏ và cong queo
sem tơ rong,gia cầm
rơkhêu rơkhao,chỉ nhánh cây ngỗn ngang
rơkhũk,lởm
rơkhẽk rơkhõk,câu nói có vần với nhau
rơkhẽl rơkhôl,chỉ những khúc cây ngắn
hnam dơ nŏ,gia đình
rơkit,cây lớn
rơkiổk rơkiăk,tiếng lắc cắc của đồng xu hay cong đeo tay chạm nhau
rơkiỡk rơkiăk,bẩn thỉu và lếch thếch
rơkop,chuối kép
rơktìỉk rơkhũk,tiếng lộc cộc cây hay đá va chạm nhau
rơkuk,chim quốc
rơkuăn,loại dừa rừng
rơkâu,chông nhau
rơkìín rơklăn,nhẹt
rơkũl,nằm ngang
tơnglổng,già làng
rơkổp,ngỗn
rơlach,sảo thai
rơlah,xẻ thịt
rơlah rơlay,cắt thịt ra thành từng miếng nhỏ
tơ mu`k tơmam,gia tài
rơleh,sụp đổ
rơloch,thói rữa
rơlôh,lở dở
rơlôk,một loại lồ ô mắt nhặt
rơlõn,cá bông
rơlă,tra cán
rơlăng,mừng chiến thắng
rơlũm,xum xuê
rơlũng,đổ nát
rơlẽ,bải hoải
rơm,rừng âm u
rơm dỡm,tiếng sấm sét âm ầm
rơmal,cây gỗ trắng
rơmam,cây tranh hạ nhà sàn
gi`t,giá trị
rơmeh,vét lại
rơmlunh,mập phì
rơmlôh,phì nộn
tơmam 'bâu phu,gia vị
hngiêl,giấc
rơmo kon păng rơrno yõng,bò cho con bú
rơmok,lửa cháu lên
rơmong,khăn sọc
rơmu,rậm rạp
rơmuih,dịu dàng
rơmuổn,rơmỡn
rơmêng,làm nhẹ tay
rơmôih,vuốt ve
rơmõl,khúc cây
rơmăi,cây me
rơmăn,dịu
rơmăt,tự vệ
rơmơn,đuối sức
rơmơt,nhờm
rơn,đề cập
rơnao,chữa lành
rơneh,phụ
hngiêl tep,giấc ngủ
rơng rơnga,chó theo cái
rơngei,tự do
rơngiau,bên họ ngoại
rơngiăng,cây ngành ngạnh đỏ
rơnguã,vắng vẻ
rơnguẽt,cái roi
yai,giai
rơngâu,hạt mè trắng
rơngôi,chói vót
rơngăt,chết lúc mới lọt lòng
rơngơi,dịu mát
rơnhong,tong teo
rơnhêng,ánh sáng tỏa rực
rơnhăk,mỗi người mỗi việc
rơnhăl,chặt đất từng khúc
hơtang,giải
rơnom,lá non cuốn trong bọc
rơnong,chỗ nước sâu
rơnõ,chuẩn bị
rơot,cái cưa
rơpa rơpu,gây phiền phức
rơpang,cá xíu
rơphă,gặp tai họa
tơanguơ̆,giai điệu
rơplũm,đóng váng
rơpoch,xoa bóp
rơpok,cây chết khô
rơpui,cây từ bi
rơpuơl,trời bí đao
rơpuơn,cây kè
rơpăt,trái bồ hòn
rơreh,run rẩy
rơrey,run sợ
rơrih,run lấy bẩn
rơriíng,đãi
rơroh,răm rắp
rơrôk,mỡ bằng óng tre
rơrăk,tiếng thả
'nhŭ ,giấm
rơrĩp,hồi hộp
rơrũp,phành phạch
rơrơch,thưa thớt
rơrơk,trôi chảy
rơrẽk,ngón trỏ đưa lến
rơrữk rơrăk,tiếng rột rột cá quẫy trong ống tre
rơrữm,tiếng cây lớn ngã 
tơtrỡm,giậm chân
khoa wĕi lăng,giám đốc
alah plach,gian
rơtong,đường viền hoa văn 
rơtuh,triệu
rơtêh,cây rừng 
rơtênh,mối đen nhỏ
rơtìi,húm chim tủm tỉm
rơtìỉng,thối hoắc
rơtíỉl rơứl,lâtn quẩn một chỗ
rơtă,bằng phẳng và cao
rơtăk rơtôp,to và dài
rơtăl,tỷ
rơtũl rơtăl,hàng hà sa số
rơtổm,chặt cây cho ngã
rơu rao,tiếng sấm sét ầm âm
rơvving,ngọn tre le chưa ra lá
rơvvăl,vừa vặn
rơwai,đường đánh dấu không cho đi
rơwak,gian nhã
rơwan,đủ chỗ
rơwel,bệt
rơwey,tẩu
rơwăk,ngôi
rơwẽk,xa tít
rơwẽn,uột
rơwẽng rơwẽng,xa tít mù khơi
rơwứh,dạo
rơxang,chói lọi
rơxei,lá cau rừng
rơxiu,thì thầm
rơxoeh,đánh rơi
rơxot,vượt quá đích
rơxue,chú tâm
rơxũt,hoàn lại
rơxơng,nhảy vồ
rơxỡt,kéo giật lại
rơxữt,lê gót
rơya,dĩ nhiên
rơyah,thoáng đãng
rơyu,le bẻ
rơyuh teng neng,rung chuông
rơyông,cao và đẹp
rơyõch,tàn
rơyũch,lôi thôi 
rơyũt,trĩu quả
rơyẽch,tồi
rơyễ,nghiêng xiêu vẹo
rơíik,đật
rơíip,ngậm chặt không nhả
rơđai,ống bễ lò rèn
adra,giàn bếp
rơđõ rơđặch,tiếng rộn rang
rơđăn,lóng tre
rơĩlôp,lá non 
rơ’mui,nát bét
rơ’muk,mềm mại
rưng,chỗ có toàn
rẽ,loại đơm lớn
rẽng,gùi đan thô sơ
rẽp,con xén tóc
rỗ,vỡ gốc cây
rợịuan,chịt
rữk khũk răk khăk,rũk khũk
'yăo,giáo
sa 'năr dưng,ăn trưa
sap,nhạt
sem băk,chim cút con
sem kring,chim phượng hoàng
sem kơkìít,chim sọc trùn
sem đơsuk,chim bắt muỗi
ekledia,giáo hội
sinh,sinh
sir,đào
sodrô,rưou ghè
soh,châm
song,cho
tẽ,giao hợp
srah,quật
srok,đơm
tơguăt,giao ước
sră kang,nỏ
ka'bâp,giập
suaih,tỉnh to
suih,gầm
pơchũ pơm kơnê̆,giật dây
sung,cái rìu
cho khŏ,giày
sêp hla 'nhem,hái rau
sômôch,ong nhỏ
săp,rấm
sĕi,xay
giây,giây
sŭng,đái
baar,giấy
sơhngeu,cóng
sơhngơ̆m,dạ
sơlah,rẽ
sơmah wă tuk atơ̆u,làm ma
sơmăt,ngục
sơngot,lẽo
sơnguat,kịt
sơnăm,sang
hla ar pơ tơm,giấy mời
hla ar hơkă,giấy nhám
tơnglèp,giẻ lau
kơlĕp,giẻ rách
pơtah,gièm
mŏt,giêng
dak hơ lŭng,giếng
sư̆ lơ̆m klak,để bụng
sư̆ tơ'boh ăn kơđe,trưng bày
sư̆ ăn,nhường
sỡk,phơi
ta,rải
tah măng,trái lại 
tah rah,chung cho mọi người
tah rang,san sa chút ít
tah tai,ngồi thả thông chân  
tah wah,hướng mắc trong hôn nhân
taih,sét đánh
tak mặt,gọi tên tộc
takơl,ngả
tal,qui đầu
jul adrêch,gieo trồng
tang taih,chim chìa với
tang wang,nghe phong nhanh
kiang,gió
tanh,cửi
tanh brai,dệt
tao wao,chim tu hú
tap,tát
tar,chẽn
tat,đối diện
td'bronh,lôm đốm
td'bông,quây quần
td'dot,làm nhổ lên
td'ngam,răng hàm
td'nglel,ngồi chễm chê
td'ngua,chồng chất
td'ngöi tơ'ngẽch,chỉ bọn trẻ nhỏ ở xa
td'ngök,tơ ngõl
td'nhip,vá tạm
büng,giỏ
td’nhëng,trinhăk
teh brư̆,đất cằn cỗi
