Bahnaric,Vietnamese
pơtơ̆p thê jŭk,tập thể dục
geh,huých bằng cùi chỗ
'bruih,bụi
măt găr,mắt
pơhrưng dĩh bơ̆l,nhường nhịn
rơplũm,đóng váng
jrơih,bắn sượt
pd'ngah,cho tới sáng 
bơlơ̆n,nhìn trừng trừng
pap,chết dần
rơnom,lá non cuốn trong bọc
pơm sơ̆i,xây
phim bơngai hơ iă,phim hoạt hình
'dơ̆p,râm ran
puơ̆n,tư
hơ'lơ̆,lật lại
lŭ lă,nằm lăn ra đất
rơrăk,tiếng thả
pơtơnh,hước
pơm ngôi sŏk iĕr,chơi cầu lông
'lơ 'lanh  'lơ 'lanh,khua chân
pơdreu,trả lại
hơră,hình khắc trên gỗ
hơ ra hơ kăn,vịt mái
chơkhông,đẹp
hling,dội
tơlõl,nghẹn tới cổ
'nhrăm,đoán chừng
gru,ma lạc
jơnol,đỉnh cao nhất
bưt đak,đê
xrŭp,ống
phung,ĩ
biêng biang,một vật lớn bung ra
rơyễ,nghiêng xiêu vẹo
kuơch,bậy bạ
'long kosu,cây cao su
tơngũk tơngăk,nhiều cục đá lớn 
pơmun,làm tóc
kŏ grĕnh,chó gầm gừ
adrĭng,cùng
kơhloi,lỏng lẻo
kơlăng,màng
rĭt,côi
dai wai,điện múa trống cơm đẹp mắt
hơvĕng,gây gổ
nhŭm,búi
pơ đĩ tơ drong bơtho,bế giảng
arơ̆ng,con bọ hung
kơ'bâl,mồm
pơhơ̆k,làm vui lòng
tơblôch,vuột
pôtơm,đề
pơyan,khí
hơđơ,yên
chơlong,lông đuôi chim
kiuh kiŭn gring,tiếng leng keng của chùm cong đeo ở cổ tay và chân
jua,hiu quạnh
chap,chim dồng tộc
ngo hnhe,quản lý
'nŏt,quậy
adrũn,nhún
pah klau,hoạn
kơhluak,bùn
adrŭng,gói
sư kiên,sự kiện
hna,xào
kơtoh,giọt nước
pak pak,nói oang oang
khŏng,khó bảo
khuen lơ bâk,khâu rựa
pơ hrôp xa,ăn mặc
'ngok,nhộng
tơnal,éo le
jơba,con vẹt mái
'mok,sổ
jên,tiền
jơrơau,hoà tan
ph,độ ph
beo,eo
nhơ nhêl,rạng lên trong bóng đêm
gơleh,khèo
kơweng,cuộn mình lại
khao,khảo
hoat,hoạt
bơ ̆  jang alâng,làm tốt
tơhong,làm mẻ
krĕk krĕk,lấy lần hồi
'joh 'joh,chảy nước miếng khi thèm ăn gì
bĕn,quần
'nhrơ̆t,dừng lại một cách thình lình
pün,giã nát
bnnptnt,bnnptnt
hơri tơdrong huê`,ca huế
hŭi,sáo
anguôn,giấu
'bliau,trời mênh mông
chơkrŭt,dày cộm
'nhă pơlai,bướm
kơkuh kơ mai,chào chị
grĭ,gom lại bằng tay hay bằng chân
krơ̆p,rầm
rơrôk,mỡ bằng óng tre
văn ‘ban,văn bản
uĕi ha,nhàn
gŭn,kéo trì cần cây xuống
hiêl hial,vật lớn trên cành cây
pơ'nhao,rữa cho
ngơngĕn,run tay 
chih tơ 'bôh,luận án
drăm,ché
bơ ngai git,tài xế
kơ'nhep,bít lại
ngu nguch,chín mùi chín đỏ
truh jing,đến thành công
klưt,người tàng tàng
đak hlak,mật ong ruồi
'nơt 'nơt,đi thong thả bước đều
pơangeh jĩ ako,bạch hầu
bơngai huơ̆r gre par,phi công
klôk klôk,tiếng người lớn vừa khóc vừa la
wimax,wimax
trong pham,mạch máu
kơxeng,lụi
'deh,lách
tơ'nhan,dính vào nhau
krŭk,xì
rẽng,gùi đan thô sơ
khoa wĕi lăng,giám đốc
bơguah,dọn vệ sinh
kơ'laih,thả ra
"pi`t""",dập tắt
tơ'nhẽk,tơ nhăk
gơ'mâu,súc miệng
hơnong,phân
'nit,động
chơnŭp,dúm
bơlơih,chữa bệnh phù phép bằng cách đến tới số bảy
juătyua,thể lệ
apăl yang,con ma nước
hơhŭl,lụt
tơr,quãng thời gian
giau,vễnh
dơdưr dơdar,hang sâu rộng
jơlổm,bị vạ lây
rơchỡk rơchăk,nhiều dấu chân chồng chéo lên nhau
hei,bọt
hơmlôh,bụng to béo phì
hiu,oi bức
dkơdrăng,ông
klăh,rĕ
pơ kau lan,hoa lan
tuk kơso,bỏ dở
abŭt,bão
gruih,nhổm dậy
nhon,mang tiếng
jor,chắn
lang ban,bộ chiêng gồm năm chiếc
khei'bar,tháng hai
tiêng jok,cây phong lan
ưh kơ jĕi,không thắng
ŭng ơ,tiếng gió thổi vù vù
alôh,ồ
pơteo,gắn
hơgăl,triều thiên
hual,xẻo một miếng
'bănh,bánh
păng pa,dang hai tay
pơjĭl,chọi
chĕ,chế
kăt kơ tĕch,cắt đứt
gŏnh,dê khoai bắt đầu mọc râu
tơnieu,vòng eo
klĕp,chụp gọn
'măm,ngậm
kuĕl,vèo
kultăng,đầu gối
hơlŭng,hủy hoại
pơthop khan,đề nghị
lơlơl,nghịch
tơhueh,mẻ
tho ̆ ng nan,xuồng
kơ'dơ,hở
bơbrơ̆ng,nằm thẳng
bri kơlỡng,rừng hoàng có cây lớn
rơhiak,mỏng tanh
plĕi nâr pơma rơđah,trạng từ
hdrung,dòng
krê,cây bình binh 
'nhip,làm việc qua loa
tơnũr,tấm cót
trong dak lĕch,mạch ngầm
jăl,hoàn cảnh
ka'bah,hẹp hòi
net,chỗ eo lại ở cây
amêm kơ eng,yêu mến
pơyăm,giảm bớt
bô ̆i,vại
chơ'nhot,nhăn
brỡk,thầm
hơmĕch,trùng
bơngai wĕi,người bảo vệ
kơdŭng kơđoh kơthơ,bìa thư
hơ'met,lúa chết
bĕ tơ gơ̆,bẻ gãy
chơhoh,trống
'brũch 'brũch,sột soạt
adraih,dụng cụ đuổi chim
arang reh,lỗ nhỏ chừa ở vách
dơnăl,nền tảng
hơdrap,cúm
tơkia,cong lên
hoang grơ̆m,loại ốc nhỏ
'yŏk 'long ŭnh,lấy củi
chơchrô̆,chỉ nước chảy lai sáng
kơnglang,màu trắng
chơkrŭi,khom
tơiung rông,dựng nhà rông
drŏu tơning tơmônh,nay mai
phŏng 'nôm,bọng đái
pơdâng tơiung,kiến thiết bênh
bưh,cũng được
rtf'boch,tụm lại
hơluh,trút ra
pơgĕch,tranh thủ
pơhlôh,chọc thủng
pơmũt,cho vào
'jơjih,bị
hơle ̆nh hơleo,láo toét
gat gah ala,gạch dưới
krăk,trắc
bơlăk,ào
hơdŭ,cái nêm
dơduĕnh,xoay nhanh
tơkăng,ranh giới
yô,tiểu tiện
tơyơ,đâu
tơ yông,nếp
hơ nglah puăn,ngã tư
amrah,giẫy cỏ
'blôp,che kín
blung,chui
anh hương,ảnh hưởng
hơlong,một loại chiêng quý mặt không có năm
tơgiẽp,cái kèn
pơman jĭ,làm cho đau
hơ'dong,bẫy dây xiết cổ hay chân thú
rơxiu,thì thầm
kang dŭr,hàng rào bảo vệ 
đum sưa,chín sữa
mơu giao,mẫu giáo
alưng lơm,thuận lợi
bo pơnal khêng,bọ cánh cứng
chhut kơ 'bang,lau bàn
muih,phát
pơma kơ tul,nói dở
'bơ'blĕk,lạnh ngắt
kăii,phá
an kơ oh,cho em
'nŏn,nệ
alak,nhãi
chơdư,khùng
duk oei tơ đak,tàu thủy
kơwang,vòng
minh 'măng ,một lần
eh hĕm,tiếng tằng hắng
hơlem,may
'luĕl 'luĕl,nghe nguồn đuôi
'yŏk jên ruôt tơmam,tiêu tiền
phu,điều
bơne tap ti,hoan hô
'nhĕt,cỏ
gơnăp,cái cạp
gŭm,giúp đỡ
apŏnl,mày
hlĭm,một loại cây có gỗ rất chắc
măt mêng juang,bướm lượn
kơ hak kơ xoh,khạc nhổ
prỗ,tiếng người
hơdơ̆ng,yên tĩnh
hơnganh,sửng sốt
hơgơng,cây đã chặt còn nằm ngỗn ngang ở đây
tuh piêu,bón thúc
lơnga,mè
bôl hŏk hdoih,bạn học
pơcheh,chế biến
chơbrôi,có râu rậm và dài
brổk,thì
plô̆ plô̆,tiếng chặt cây cạch cạch
chơkep,cái đẹp gấp
hơnglŏng,ngôi sao
pơtuôch,nhọt
jơgơ̆l,cái trống
kuy pham phap luât,quy phạm pháp luật
tơdrong joh,điệu hát
byeh,sĩ
kơlŭn,bị gió cuốn
'bep,mấp
ưh kơbăt alâng,quan liêu
gloh kơ oh,hơn em
lơ̆m minh sơnăm,mỗi năm
pơm anhe ̆ m,làm thịt
bơyao,long lành
mĭ,dì
pơpêt,tiếng chiêng giữ nhịp
krambri,lao ngạnh
khel,tách
klŏng,chổ nước sâu
tơđon,chạy chữa
chơ'noih,năm dài
chiêm,chèn
gruơ̆l,lăn ra
hơnglăk,nuốt trửng
kơ'dĭng,cái đinh
rơnge`i,hoa bình
kơbiô,chày vồ
ang fing năr,bình minh
amăn,trữ
hiên,ho
kel,nữa
hõm,rụi
goch goch,nghẹt
kôn,côn
grik grôk,thở khi khi
it dih bơl,đánh nhau
đang,đảng
pơhon,bịa chuyện
iôp iôp,dang đạc bước đi
'đŏng,thúng
'nhĕ 'nhŏ,nhỏ
tơgluơ tơglua,luồng cỏ
bơdro,buôn bán
tơhnhẽl,vật nhỏ phát sáng
sor,xo
rơngĕnh,say ngà ngà
pĭng păng,thình thịch
hơdra,thuận
bêm byơi,làn tóc đẹp gợn sóng 
kuơ̆t,dấu vết còn lại
atăl,chồng lên nhau
grĕng,càng
kung kơ thang,cầu thang
pleiduak,trái dừa
klơ̆t,bông hoa chuốt 
kit jrang,con chàng hiu
'rang,hoa
tơdrong rong,quá trình
'bliah,thanh
pơgrŏl,sấp mình
tơbrỡt,tranh giành nhau
tơmam sap 'boh,đồ nhạt
puh,lùa
tơ'ba,chúng cây
wĕi mă alâng,tự trọng
pơnunh,cây hoa cà
dơdip,to và bén
gah bơbah gah tu,bắc nam
kơ'mrep,bị đè bẹp
an kơ anhŏng,cho anh
'blŏch 'bom,quệt
'bơ̆l kơkuh,lời chào
kơpla,thường thường
lĕm,thấm nước miếng
'dut,chỉ
kơ'dŭi,lủi
tơ'nhoi,chán chường
minh hriêng 'bal,một trăm lẻ hai
pro pơ nhan,cà bát
bĭ wã sa,chán ăn
giô̆ giă,lõm
rơ'bũch,tập một chỗ
tơjruh,hạ tầm bắn
pơkhô,sấy
paxka,lễ phục sinh
jơwăn,thần sông
kret,hà tiện
grin,tên một loại ghè
jăl trong,kilômét
tơgă,cái rựa
hlŏ hlang,xa Xôi
bơngai jang 'long,thợ mộc
'dơ̆m,choáng váng
jrënh,sáp ong
bơgal,rào
gep,gắp lấy
tơjuh,tính nhăn
gơwẽt,lười
pơhrĕl,diệt sạch
hơ drăng ti,ngón tay
sa 'năr dưng,ăn trưa
grơng,lôi
harunh,rống
chơ khŏ đă 'bŏng lŏng,giày thể thao
tơwer,tránh mặt nhau
jơnei,chiến thắng
mă minh jĭt minh,thứ mười một
tơđah 'ba anỡp,mạ non
rơ neh,đẻ
'boch,nhân
hru hra,cây mọc chi chít
hrêl,một loại chim vẹt
tâl,đầy đủ
'nơ̆u,này
pơchiêt,len
kơkoy,buồn ngủ
jôi,ngay lúc đó
pơdir,dính liền nhau
ket,bóp cổ
hơleh,trảy
kon drõ nglo pơtao,hoàng tử
tỉk pơìik tăk pơlăk,bị vướng mắc
pơhiar,trải ra
kg,kg
'dĭch,người nô lệ
blu,bắp đùi
chơ'mĕ chơ mŏ,dọn trai gái đi gom củi cháu về
lơliu,món thịt hay cá nấu đông
bŏr koy,thằn lằn gai
blŏng bloy,tỉnh trình không giữ được của cải
hil,căm
minh jĭt juh,gấp mười
drăl,cá cọp
tơpũ lum,dính liên nhau
kơglă kơglăk,tiếng cười vui vẻ trỏng treo
pơh hrăm đŏk,tập đọc
dui tơ nơ̆k,kéo vó
klieng,cái trán
chơng brai,trụ
hek,xé
giul,đong
halau,chí vì
pák,ngã xuống
chơ'ngit,đỏ sậm
pơjuang,nói bóng gió
ơi,ơi
krot,con dế
kơdeh,búng
kơloi,không hơn
kơkưch,chóng mặt do ở độ cao
kơkik kơkak,"tiếng chuột kêu ""chít chít"""
tẽk tẽk,ăn ít 
ơchuang,vẩn
hơ drĕng 'boh,rang muối
trôih,giảm
hrach,cây dầu
'biơ̆,hơn
trưk thuôc,trực thuộc
jơ̆n,dân
bơlung,dụ dỗ
'brơh,hãm hại
pơjô,làm héo úa
cak,loang đuôi
kơ',bẹ
ttf'bich,đặt cho nằm
hnom,chưng
chơnglai hơbe ̆ n,lai quần
de de,một loại chim rất nhỏ
pơgỡt,giữ lại
anglơi,thường
lêh lêm,ma quỷ
chơhlang,kềnh
pam rôp ka,cái đó bắt cá
hơ jơ̆m 'long,khắc gỗ
rơjim,mưa bão kéo dài
pơịrot,thi đua
rơ rŏng ti,cánh tay
tơhleh,rời ra
rd'dut rơ'đat,lúc nha lúc nhúc
gokơdŭ,lưng còng
juk jek,biọ rầy ăn vỏ cây
oa,nằm lì
blŏl nhŏp,chỉ người hay vật nhỏ trồi lên hụp xuống
oĕi klo kăn,hôn nhân
nhơ̆i,bên trên
klơ̆l,đầm cho chắc
jên khăm lăng jĭ,bệnh phí
blŏng blêu,ánh sáng tỏa
bol,thử
ưh kơ jăng,không khoẻ
bopŭng,cháo
'brơih,ấu
chrek,khắc
choă,chộp lấy
tơkot,con kỳ đà
'bok kyĕk,hổ
tơhrot,đau lan tới
kŏ hơ kăn,chó cái
u`nh sa ao,cháy áo
ttf'leng,rớt ra khỏi nhánh
phoih,người thân đã chết
pơm glăi,vi phạm
dŏng,cứu
dơdah,sáng sủa
plim măt 'yĕr,quáng gà
a'moch,mò mầm
rơlẽ,bải hoải
khkt,khoa học kỹ thuật
'nŏt 'nŏt,từ từ tiến lên
chol mol,lủi thủi quay về
kơpăt,cây bồ hòn
pơkuh, nằm đầu
hoai muk,hoai mục
tơ pu xut,tổ ong
'bro,khàn khàn
hŏnh atrep,xẹp
iă kơ tau,bã mía
kơk kơk,tiếng chó kêu ăng ẳng
drei,một loại cây
hơnong 'ba kro,rơm khô
hla nhet chít đak,bầu nước
'bĕng,đánh
chư ̆  hơle ̆nh,xảo quệt
'brỡk,chạnh lòng
dơbưk,dao
bep,môi
chăt,mọc
kơweh,thám tử
hnhap,cánh tên giữ thăng bằng
pơsum,hâu
tơ'mơch,bong bung
mu hin tơ nuh,người nghèo
mam pơjing,sắ xây dựng
gõ,hóng
kơnĕt,quá ngắn
khopapinh,cầu nguyện
kơchaih,hắt hơi
blŏl blŏl,người sa mới nói một iung nó đã nói et
gơning,dựa
pơlống,rắn lục
acheh,mảnh
chruơh,cá tràu
hơ'blơy,nói chơi
jăl arih,đời sống
blăl,dăm đãng
hôh,hô
tơ'nhơp,lông lá
bơjot,bon chen
mŭ,âm hộ
'buihxik,men rượu
tơtoch,có dãn
jih bơgal,bờ rào
khơ̆m,doạ trả thù
jăk,di dời
haglam,một lần nữa
tơ'brỡk tơ'brỡl,có khoang đen khoang trắng
pơvvẽch,rẽ sang đường
pơhruh,bắt đền
tô̆,hạ
rơíik,đật
đơn vi,đơn vị
hngâm,lực
tơ̆t,găng
bơbrăm,tàm tạm
toang,giạng chân
pĭng pŭng păng,tiếng súng
aliet,sờ
hơđơr,lờ đờ
kuân sư,quân sự
chơnglak,ới
trôm muh,lỗ mũi
chuêng,hóa ra
chơgơu,con gấu
tơmam tăng 'boh,đồ mặn
Tăi,Tái
chơmo,hên
jang bơbrot,làm liên tục
tơtuh,giữ
rơwẽn,uột
rơhnhăp,nức
tơmo tó neh,đá lửa
phal,cái yết bằng cây
bơ'blui,chỉ nước mạnh chảy ra  đak măng lịch bơbŭk dang thoh nước mạnh chân ra từ lòng đất
pơma mơ̆ng,nói phải nghe
tỗ,nóng
tơmôk,dìm
chuh mŭm,ngã chúi mặt
hơ'măng,lần nữa
'yŏk,dùng
'juah,hết sạch
apăr pêt,lệch một bên  
tên,củ sắc dây
ngo,chờ chực lâu
kluĕch,om
ttfpang,cãi lại
hơnih chă tơdrong,sở khoa học công nghệ
bang kup jok,bàn thờ
juen,dẻo dai
mumih,người mỹ
bĭ yôk,khó chịu
iĕr hơ kăn,gà mái
păk ke,con tắc kè
bơhleng,nghén
kơlei,dây rừng
giư̆ch,ùa
hla lŭng hŭng,rau húng
kuăn,cầm giữ
lơ̆m,dối trá
at,một loại chim
tưk khưk,tắc kè
ptnt,ptnt
pơlăt,cho lội qua
mũ,vật
rơm dỡm,tiếng sấm sét âm ầm
the ̆ ng hreh,lặng im
hơ mon nă,truyện cười
uĕ,liềm
kơdret,nõn
alah,lười biếng
pơdrăm,ở trong kén
cham pah 'bŏng lŏng,sân bóng chuyền
jin,mình ơi
drŭt drăt,làm liều không cần biết đúng hay sai
trong năm bơ ngia,đường mòn
pơnhung tơmam sa,ngộ độc thực phẩm
sơkat,làm phép
minh jit bar,mười hai
kơwơ,sương mai
pơnăr klang kok,cánh cò
prêl,la
hơmar,tăng
anhuk,gục
kơhluêk,vấy
püt pũt,tiếng roi vun vút trong không khí
chơlĭnh,bậy
chơ cho hơbăn,may váy
huâên,huấn
piok piok,tả bước dài của chân
nhŭl tơnhŭl,bóng  trong đêm tối
tôi,vác trên hai
bot,gọn gàng
hiang,càng ngày càng suy yếu
kial,lặng
nưih 'moih,ước mơ
gơ̆nh,nắm chặt
pơblĕnh,liều lĩnh
rơktìỉk rơkhũk,tiếng lộc cộc cây hay đá va chạm nhau
mơmât,từ từ
rơ’muk,mềm mại
anai,khác
lok,bị nữa
pơhrăt,gây trở ngại
chơhuk,thung
kla,con cọp
'bot ti,thò tay
kơnuăn,muống
tơglơm,ném vật qua lại
atăk măt,đặt tên
kian,đuôi
pơhŭt,gió bão
chel,ngoại
chih tơ roi,văn xuôi
hơk,mát
bích,lá
mih,bác
kuê̆,cây quế
rơhơi,lơi lỏng
jtfdrek,miếng thịt mỏng
khuân,khuẩn
brok,loại đàn đây
pơtho khan,thông tin
wơvĕr,quyến luyến
khăi tơ 'bang,trăng khuyết
'brah,ít
hơdơ̆i,đồng đều
pơhư,hư
nhong hnê̆ chan,hàng xóm
pơ ngai lao,người lào
tơjrot,đạp chân nhau
hapoh,răng nanh
duda,bất kỳ cái gì
tơ mam xa,món ăn
rơbư rơbơ,cây lấy lá trị đau răng
kơ'blăk,kiệt sức
ring,bên ngoài
kơchrôl,vệt
bơ ngai sem bri,cầm thú
đĕi tơdrong truh,hoạn nạn
chĕp,bê
bơtôch,mụn cóc
pơ'bĭch,đặt nằm
ăn kơ ĭnh,cho tôi
rơ heng,im
tơchêm,chải phồng tóc
bavistin,bavistin
sơlat,xà lách
chơgŏk,hốc
rợịuan,chịt
tơpraih,xin lỗi
tơnghêt,sốt rét
'bŭ bơngai lôch,an táng
hĭt,cộm
ol,làm khổ tâm
hnam kơjung dêh,cao ốc
jư vei,bảo quản
tơrơ,bận tâm
tơnũk,cái cân
tơ'niang,cân đối
hâu,nhé
rơri ̆ r,xúc động
dơhek,làm cho rách
'bruch,hé môi cười
tơ'ngăk tơ'ngõl,ngồi bệt
chakơ̆,nạy lên
rơtênh,mối đen nhỏ
pơgal 'măng,song cửa
gơxor,lông
hrou hre ̆k,lần lộn
teh dal hnam,vườn
'byỡt,láng bóng
bu,ai
chăn lă,dây tròn
nhêu,đồ nhiễu
kơkit kơkat,tiếng hai vật cọ vào nhau
tơkal,cầu khẩn
hơlâk,luyện
yŭn hơri,theo nhịp hát
tơngiẽng,cục cản 
adrŏ,tiếng động
chơgaih,sạch sẽ
hơdôm,bao nhiêu
'bơ'blet,chỉ ánh sáng bất đầu tỏa rạng
lơh,cho phép
gơnam,thù địch
đak pơ jro`u,hóa chất
hŏch,nát
ada,chậm
bĭ mah,thiếu
sơanhoi,rũ rượi
tơmôh,búa tạ
hơnung,ì
'dao,kiếm
gŏk,chờ đợi lâu
brơng,loại gùi có nắp
lơgah,mồi
jrok,nuốt trong
hơnuak,vũ khí
gah lăm,trong
sư̆ lơ̆m klak,để bụng
hnong,nằm liệt một chỗ
kơtơp,bồ
ting glơng,không cân bằng
grĕng sơke,nanh heo rừng
zan,xuân
chuk,có khoang trắng
chrô̆ chrô̆,nước chảy sối xả
kinh tê,kinh tế
jơmul,cây trâm
ngong,con ngỗng
tanh brai,dệt
ươm,ươm
'long trang,lau
bĭ man,không nổi
dơxĭ,biển
khĕi đưng rŏng,tháng sau
hơkĕ,dẻ
'juơk,vây bẩn
gơngeh,chỉ chờ lâu
so ̆ k ie ̆r,lông gà
jơgrữ,chỉ nằm ngữa
ra jên,góp
tiẽng,trau
bơloh,đâm thức  ngắt lời
sơ nglŏng hla hơ puih,sao chổi
kơloh,trợn mắt
pơtir,và nhíp lại
'bling nhip,nhấp nháy
lơkai,thãi
gơniĕng mam,đinh
khoch,thứ
tơtrẽn,khoác các
pik pil,không lìa xa được
amrẽ,ớt
kiĕk,vò
pơ'leu,chọc tức
anhŭk,rủ
chơ choh ao,may áo
bĭng kơ kial,khuất gió
li,bỏ trốn
bi ̆ ch tơ giăng,nằm lăn lóc
rơmu,rậm rạp
dơră,lịch sử  x tơtăm
ưh kơ chă,không tìm
hơ drĕng hơ 'bo,rang bắp
rup to,hình chữ nhật
tơm minh,chương
tơ'mơng,giận không nhìn nhau
hơnăk,bán chất
pơdiau,dựng đứng tai
tơpăng,lắng nghe nhau
hian,dạy cách làm
bă tơnăi,bố vợ
chơkuĭl,vẹo vọ
găn tơ 'ngoaih,gạt ra
pơm đôi,kết bạn
băk   kravat,đeo
carzate,carzate
chơnưh,phần thịt ực
nhêm,màu
giăm,gần
kơluơl,mắt bị kéo mây
bơng bơh,loại dơi lớn
tơpĕnh,lao vào
pojŏu,thầy mo
taih,sét đánh
thanh phô,thành phố
nưih,dạn
sem kring,chim phượng hoàng
jrống,hình nón
wat,vát
'nĕk,chuyển
rơtíỉl rơứl,lâtn quẩn một chỗ
hơ mon hri,ngâm thơ
nhăo nhăo,tiếng nhai rệu rạo
alê̆,biết
hơgau,gàu sòng
yo,lỗi
chor bong,một loại chim có lông dài trên đầu
'buch,cười
bơnir,xương sườn
chơnih,thủ bản
rơmăt,tự vệ
kơplah,đang khi
rơwẽk,xa tít
pơgơl,chính quyền
gơgŭt gơgrăt,đoàn người lũ lượt đến
chau au,dây hà thủ ô
tơkơn,chồng lên
kreo,ré lên
khơ̆ng,cháy bén
dư,háu
adrăl,bất đắc kỳ tử
moa,mối
gơthon,còng lưng
tơpăt tơpe,thắng tắp
brữ,lễ bỏ mã
ayeh,tự ái  x hơyuh
jơ̆p,khắp
bơnê,cám ơn
pơnuk,bãi sình lầy voi
chơnuh,khoảng rừng bị cháy
kơ'da,cây táo gai
chơwong,ốm tong teo
khu ̆l tơdăm tơring,xã đoàn
iih,uống
pơrỡm,giết vật 
'mi,mưa
gah bơ ngai khin kaon,sử thi
kơchĕng ling lang,lưu luyến
'bruơk,tiếng xoạt
dơ̆,tiếng đánh trên vật mềm
ngơkõt,kì đà
chơ'mlơ̆k,chỉ tư thế đứng thẳng nằm thẳn
tơhli,làm cho sợ
trong kơduing,đường uốn lượn
anĕbơhle,đừng nghịch
gơ'môch,phun ra
'ngah,tảng sáng
chu nhơ̆t,chủ nhật
đe ̆i bơm,liên quan
anhĕm,thị
pơliêu,chào mào
tơ pôl chơt,đông vui
tơnõt,cắt nhỏ
tơmring,ngà ngà say
kơtơ̆k,vớ
jrüm,kim may
ba,chuồn
blak,vạc cây làm dấu đường
tơlõng hoi,rỗng hai đầu
ptf'mëng,làm cho đủ
pụh,rẫy cũ
'lơ̆ng,tốt
chuơt,nỗi vần
'ngol,bất hòa
pik,nhuộm răng
hơvơi,với lấy
tăng kei,ve chó
khei minh jĭt bar,tháng mười hai
giah hnam,đuôi mái tranh
rơdăk,mỗi người một việc
tơguêng,lớn và cong
bơlêk,kỷ niệm
gơrơbơ̆k,món thịt bò bằm
tong măng,nửa đêm
kơchok,khe rãnh
brống,âm thanh
ơ,đằng
iữ,làm khiếp sợ
pơ'nhet,chen lên nhau
to angla wơr thŏng,thu thủy
krâu,suốt cá 
pơgia,làm sơ sài
tơpruch,sứt chỉ
pơjo,làm cho què
chrơu,reo vang
dơ'bŭl,chụm một chỗ
tơ măn xă,đồng bằng
pơnỡt,bờ cát
drăi,gượng
tơxrang,phóng với nhau
hik hôk,cãi nhau lớn tiếng
trương thôn,trưởng thôn
hơgơm,nếu
dơduĕr,xoay tít
jơjet,hỏi thăm
bơlêr,lờ
kõk,mõ
chih hla pơar,viết sách
piup,nhũn
duônh,nhặt
dơyĕn,quả mướp
grê,cái xe
hơgĕi,chủ yếu
wih piêu,trở lại
drơ̆ng,trả lời
bơ jơ rang,chạm trổ
chơgơ̆t,chống mạnh
anăn măt,họ và tên
kơwơt,vết bầm tím
brah,rú
prau,con rồng
pơt,pă
ưh kơ jĭ,không đau
jơgong,gầy ốm
hnam kron,tù
huăt ka,nghề đánh cá
anăr đâng rŏng,ngày sau
glơ̆k,đuối sức vì uống nước khi bị rơi xuống sông
adrơ ̆,xốc
tơra klak,đau quặn bụng
'blip,lóe sáng
keo,keo
pơpray,lăng chạ
chơ'miơm,nằm dài
tiêm lưk,tiềm lực
kơchil,cây có vỏ dày
'yơ̆u,kia
hmrŏ,để sân
kram,bương
bowblông,chỉ lửa cháy phừng phực
td'ngua,chồng chất
jơjê̆,kế cận
kơdrêh,hù nhát
hơ ra tơ mông,vịt trống
jơprê,xoè quat
ataih,xa
pơyẽng,phải làm
trong 'dak trong duk,đường thủy
rah,mổ bụng
chô̆ kêt,cột thật chặt đầu vật
khei tơ pơh,tháng bảy
chă tơdrong rơgĕi,kế hoạch
trơ̆,trớ
hưch driêu,hò reo
'bỡl,lời
bổ`i,hũ
bơlơu,người son sẻ
gơwang,vòng tròn
bloch,tháo vật ra
'bonh,xe dây
hlŏng,vượt lên trước
hlĭch,khác lạ
hiam,cây lấy vỏ để suốt cá
tống,múc
prai tơlum,ren
kơcha,loại cây có gỗ rất chắc
ưh pơ̆n,không tự tin
chơblong,chỉ vật có hình sáng thon dài
chơlŏng,không nghe
grao,gừ
gŏn tơgŏn,vác nặng cồng kềnh
pohiă,dự bị
sŭng,đái
rơhuăk rơhueo,chỉ lổ nhỏ li ti
chôi,không quen
adrih,hỉ mũi
hlơ̆n hlăn,cục trên da
pơ'nguah,trang điểm
kơdang dŭk,hàng rào sơ sài
pơxô,ưh tiên
hơ'blo,phù
'biữ,cao
soh pôi bruih brăm,đốt rác
grŭng grăng,chạy rầm rầm
chơkŭr,lưng
tel tel,tiếng chíp chíp
wĕi bơ be,chăn dê
luôch yol,ngất
bơum rup bơngai,hình ảnh
đah ơkău,nứt nanh
bơdrŏng,giàu
piut,banh
oễi,đang
kơ'neng,tiết kiệm
bơlang,chích
hơmơng,khoát
breng brông,khôi u có nhựa rỉ ra ở vài loại cây
mơhiưch,lơ
brẽl,hạt nhỏ
ok tơ ok,chỉ một vệt dài
'bruơng,da hồng hào
pơm liêm,làm dáng
đau,gươm
rơ uơ khir,cày bừa
kŭng,khờ dại
pơ đum ôi,dấm ổi
bĕp,mép
chrơ̆t,dừng
glưng kher,chim hơn ca
tơdrong diêng diêu,tục lệ
tơdông,to dài
blot,vượt
tơdrong pơm boi,làm theo
pơhrong,giữ gìn nguyên vẹn
sơk jơhngâm,ngẩn
nêm,nêm
ngơi,ngửa
pơdơ̆t,cản trở
pep,tiếng đánh rắm
glŏng glŏng,làn khói bốn lên thấy từ xa
hơmơ̆l,hạnh
krem,kem
đak dơxi` să,biển cả
'yŏu,sành
pơ'dôh,cây bắn
'dêl,dấu vết
tơ'buăn,thề hứa
'monh,thừng
kaka,má
krang krĕl,bệnh táo bón
dŏ tơdŏ,người mang gùi nặng
tơmam choh jang,nông cụ
asĕng asĕng,nghiêng nghiêng
khŏl,cây gỗ
hĭr,khởi
hơ ngơi,mê
hơnuh 'ba yang,bèo tấm
